sample_index,datetime,source,cluster_id,is_noise
16263,2022-05-07T05:18:14.947495+00:00,FILE,11,False
16264,2022-05-07T05:24:07.323699+00:00,REG,49,False
16265,2023-11-14T20:38:30.676171+00:00,REG,25,False
16266,2022-05-07T05:18:45.451782+00:00,REG,91,False
16267,2022-05-07T05:19:21.157224+00:00,FILE,11,False
16268,2023-12-26T00:17:45.453192+00:00,FILE,13,False
16269,2023-11-15T18:52:09.866853+00:00,FILE,66,False
16270,2023-11-15T18:51:40.508085+00:00,FILE,97,False
16271,2023-12-26T00:33:25.312792+00:00,REG,42,False
16272,2023-11-16T01:34:56.666198+00:00,FILE,11,False
16273,2022-07-20T02:56:48.269768+00:00,REG,69,False
16274,2022-05-07T05:19:38.285712+00:00,FILE,11,False
16275,2022-05-07T05:28:02.838709+00:00,REG,86,False
16276,2018-03-26T20:37:55.000000+00:00,PE,26,False
16277,2023-11-15T18:57:42.383476+00:00,FILE,13,False
16278,2023-12-26T00:47:13.617757+00:00,FILE,70,False
16279,2023-11-16T01:36:15.887060+00:00,FILE,11,False
16280,2023-11-14T20:21:34.477959+00:00,FILE,11,False
16281,2022-05-07T07:39:21.667139+00:00,REG,2,False
16282,2023-11-15T18:40:35.652600+00:00,FILE,32,False
16283,2022-05-07T05:28:02.730435+00:00,REG,86,False
16284,2023-11-15T18:48:08.365925+00:00,FILE,80,False
16285,2023-11-16T01:35:05.232701+00:00,FILE,11,False
16286,2022-07-20T02:56:48.550995+00:00,REG,15,False
16287,2023-11-16T01:39:42.824953+00:00,FILE,3,False
16288,2023-11-15T18:55:59.318400+00:00,FILE,39,False
16289,2023-11-15T18:47:42.564954+00:00,FILE,51,False
16290,2023-11-15T18:49:40.928307+00:00,FILE,0,False
16291,2023-11-15T18:50:51.597312+00:00,FILE,20,False
16292,2023-11-15T18:47:41.811546+00:00,REG,98,False
16293,2023-10-19T04:09:11.517957+00:00,REG,46,False
16294,2016-06-12T07:14:46.000000+00:00,FILE,1,False
16295,2022-05-07T07:32:59.642195+00:00,REG,17,False
16296,2022-09-24T17:55:14.000000+00:00,FILE,11,False
16297,2022-05-07T05:18:18.135284+00:00,FILE,11,False
16298,2023-11-15T18:50:45.802088+00:00,FILE,0,False
16299,2022-05-07T05:20:03.402335+00:00,FILE,11,False
16300,2022-05-07T07:35:37.341830+00:00,REG,17,False
16301,2023-11-15T18:56:39.588511+00:00,FILE,1,False
16302,2022-05-07T05:28:03.354361+00:00,REG,16,False
16303,2023-11-16T01:39:41.421869+00:00,FILE,3,False
16304,2023-11-15T18:52:36.612189+00:00,FILE,20,False
16305,2022-05-07T05:28:05.792068+00:00,REG,43,False
16306,2023-11-14T20:23:43.596424+00:00,FILE,11,False
16307,2022-07-20T02:56:48.285392+00:00,REG,34,False
16308,2023-11-15T18:46:09.925543+00:00,FILE,1,False
16309,2023-10-25T23:28:10.000000+00:00,FILE,9,False
16310,2022-09-25T02:31:57.196113+00:00,FILE,11,False
16311,2023-11-15T18:48:41.962506+00:00,FILE,80,False
16312,2023-12-26T00:15:42.660995+00:00,REG,42,False
16313,2023-11-16T01:41:16.136958+00:00,REG,43,False
16314,2022-05-07T05:23:47.603756+00:00,REG,83,False
16315,2023-11-15T18:42:23.564462+00:00,FILE,80,False
16316,2023-11-15T19:12:51.704350+00:00,FILE,59,False
16317,2022-05-07T05:19:25.496632+00:00,FILE,11,False
16318,2022-05-07T05:36:43.282389+00:00,FILE,3,False
16319,2022-07-20T02:56:48.550995+00:00,REG,15,False
16320,2023-11-15T18:56:56.824039+00:00,FILE,13,False
16321,2023-11-15T18:40:13.612040+00:00,REG,35,False
16322,2023-11-16T01:36:09.741625+00:00,FILE,11,False
16323,2022-05-07T05:28:03.307484+00:00,REG,16,False
16324,2023-11-15T18:56:47.249235+00:00,FILE,44,False
16325,2023-11-15T17:55:38.844552+00:00,REG,19,False
16326,2023-11-15T18:53:39.896347+00:00,FILE,13,False
16327,2023-11-15T18:51:34.183142+00:00,REG,81,False
16328,2023-11-14T20:28:48.595516+00:00,FILE,3,False
16329,2022-05-07T05:19:10.797167+00:00,FILE,11,False
16330,2023-11-15T19:17:35.728778+00:00,FILE,9,False
16331,2022-05-07T05:42:02.696332+00:00,FILE,3,False
16332,2023-11-15T19:17:32.433123+00:00,FILE,23,False
16333,2023-11-15T18:53:39.974541+00:00,FILE,0,False
16334,2023-11-15T18:57:44.430312+00:00,FILE,44,False
16335,2023-11-15T18:46:10.708583+00:00,FILE,1,False
16336,2023-11-16T01:37:11.332724+00:00,FILE,11,False
16337,2023-11-15T18:51:15.803046+00:00,FILE,72,False
16338,2023-11-15T18:32:39.177719+00:00,FILE,8,False
16339,2022-05-07T07:32:02.839336+00:00,FILE,11,False
16340,2023-11-15T18:57:44.896830+00:00,FILE,52,False
16341,2022-05-07T07:39:16.151212+00:00,FILE,11,False
16342,2022-05-07T05:27:59.822939+00:00,REG,98,False
16343,2022-05-07T05:20:00.714750+00:00,FILE,3,False
16344,2023-03-16T12:32:06.000000+00:00,PE,26,False
16345,2022-05-07T07:29:57.765696+00:00,FILE,11,False
16346,2023-11-15T18:57:11.543676+00:00,FILE,39,False
16347,2022-05-07T05:27:58.557254+00:00,REG,43,False
16348,2023-11-15T18:53:47.997598+00:00,FILE,27,False
16349,2023-11-15T18:43:28.726122+00:00,REG,35,False
16350,2023-11-14T20:05:28.849834+00:00,FILE,11,False
16351,2023-11-16T01:45:19.557757+00:00,FILE,9,False
16352,2023-11-15T18:52:39.894966+00:00,FILE,80,False
16353,2023-11-14T20:18:29.592390+00:00,FILE,11,False
16354,2023-11-16T01:39:58.919879+00:00,FILE,3,False
16355,2022-09-25T02:32:39.651989+00:00,REG,19,False
16356,2023-12-26T00:19:42.774249+00:00,FILE,44,False
16357,2019-09-13T05:21:44.000000+00:00,FILE,9,False
16358,2022-05-07T07:30:09.678923+00:00,FILE,11,False
16359,2023-11-14T20:13:28.455230+00:00,FILE,11,False
16360,2023-11-14T20:22:08.827953+00:00,FILE,11,False
16361,2022-05-07T05:19:03.218575+00:00,REG,79,False
16362,2022-05-07T05:28:05.151397+00:00,REG,85,False
16363,2023-11-15T18:41:17.591647+00:00,FILE,31,False
16364,2023-11-15T18:56:17.963032+00:00,FILE,44,False
16365,2023-11-15T18:55:37.875445+00:00,REG,35,False
16366,2022-05-07T05:25:15.452841+00:00,REG,16,False
16367,2022-05-07T07:39:24.667287+00:00,REG,36,False
16368,2023-11-15T18:52:05.324612+00:00,FILE,44,False
16369,2023-11-15T18:41:02.863990+00:00,FILE,80,False
16370,2023-11-15T19:17:34.640633+00:00,FILE,40,False
16371,2023-11-14T20:15:56.803075+00:00,FILE,11,False
16372,2023-11-15T19:17:34.763176+00:00,FILE,9,False
16373,2023-11-15T18:55:38.453765+00:00,REG,35,False
16374,2022-05-07T05:27:58.807255+00:00,REG,47,False
16375,2022-05-07T05:28:02.104306+00:00,REG,14,False
16376,2023-09-30T22:56:40.000000+00:00,OLECF,98,False
16377,2023-10-19T09:02:49.000000+00:00,PE,26,False
16378,2023-11-14T20:23:57.163044+00:00,FILE,3,False
16379,2022-05-07T05:28:00.463595+00:00,REG,36,False
16380,2022-09-25T02:31:57.633639+00:00,FILE,11,False
16381,2023-11-15T19:17:35.235959+00:00,FILE,9,False
16382,2023-11-16T01:40:27.351991+00:00,REG,28,False
16383,2023-11-15T18:44:22.391707+00:00,FILE,9,False
16384,2023-11-15T18:46:19.284573+00:00,FILE,80,False
16385,2023-12-26T00:34:12.800725+00:00,FILE,13,False
16386,2023-11-15T19:17:32.370779+00:00,FILE,52,False
16387,2023-11-15T18:59:47.664990+00:00,FILE,80,False
16388,2023-11-15T18:42:58.363517+00:00,FILE,80,False
16389,2022-05-07T05:19:21.172852+00:00,FILE,11,False
16390,2023-11-15T18:48:21.997907+00:00,FILE,74,False
16391,2023-11-15T18:56:47.151054+00:00,FILE,1,False
16392,2023-11-16T01:36:52.104779+00:00,FILE,11,False
16393,2022-05-07T05:18:55.827446+00:00,FILE,11,False
16394,2023-11-15T18:47:59.352751+00:00,FILE,18,False
16395,2023-11-16T01:38:17.742640+00:00,FILE,11,False
16396,2023-12-26T15:13:30.450776+00:00,FILE,40,False
16397,2023-11-16T01:35:06.233337+00:00,FILE,11,False
16398,2022-05-07T05:18:11.212704+00:00,FILE,11,False
16399,2022-05-07T05:18:16.882202+00:00,FILE,11,False
16400,2023-12-26T15:10:55.453563+00:00,FILE,9,False
16401,2022-05-07T05:23:46.806834+00:00,REG,17,False
16402,2023-11-15T18:50:42.968284+00:00,FILE,27,False
16403,2023-11-15T18:51:03.561967+00:00,FILE,92,False
16404,2023-11-15T19:17:35.122828+00:00,FILE,82,False
16405,2023-11-15T18:56:07.776725+00:00,FILE,51,False
16406,2023-12-26T00:25:06.421722+00:00,FILE,7,False
16407,2023-12-26T00:44:46.329048+00:00,FILE,66,False
16408,2023-12-26T00:43:53.639250+00:00,FILE,99,False
16409,2023-11-15T18:55:55.808749+00:00,FILE,84,False
16410,2022-09-24T17:55:08.000000+00:00,FILE,11,False
16411,2022-05-07T07:29:37.123350+00:00,FILE,11,False
16412,2023-11-01T03:51:20.000000+00:00,FILE,21,False
16413,2023-12-26T00:36:34.333336+00:00,FILE,7,False
16414,2023-12-26T15:13:36.138202+00:00,FILE,44,False
16415,2023-11-15T18:40:53.903830+00:00,FILE,80,False
16416,2023-12-26T00:19:05.334802+00:00,FILE,9,False
16417,2023-10-19T04:09:11.549209+00:00,REG,45,False
16418,2023-11-15T19:17:34.283664+00:00,FILE,40,False
16419,2022-05-07T05:27:58.994776+00:00,REG,2,False
16420,2023-12-26T00:33:04.710559+00:00,EVT,62,False
16421,2023-11-15T18:55:53.259284+00:00,FILE,1,False
16422,2023-11-14T20:00:47.135795+00:00,FILE,11,False
16423,2023-11-15T18:57:16.550097+00:00,FILE,51,False
16424,2022-05-07T07:43:45.363038+00:00,FILE,9,False
16425,2022-05-07T07:31:28.274663+00:00,FILE,11,False
16426,2022-05-07T05:27:58.932275+00:00,REG,2,False
16427,2023-11-16T01:39:18.874831+00:00,FILE,11,False
16428,2023-11-15T18:57:29.310624+00:00,FILE,63,False
16429,2023-11-15T18:53:44.992749+00:00,FILE,92,False
16430,2022-05-07T05:27:59.338686+00:00,REG,2,False
16431,2022-05-07T05:28:04.807616+00:00,REG,85,False
16432,2023-11-14T20:16:39.720136+00:00,FILE,3,False
16433,2022-09-25T02:34:50.428687+00:00,FILE,3,False
16434,2022-05-07T05:28:02.338677+00:00,REG,41,False
16435,2023-11-15T18:42:37.114172+00:00,FILE,80,False
16436,2023-12-26T15:08:45.947876+00:00,REG,46,False
16437,2023-11-15T19:15:20.102999+00:00,FILE,7,False
16438,2023-11-15T18:51:58.488406+00:00,FILE,39,False
16439,2023-11-16T01:45:36.429005+00:00,FILE,9,False
16440,2023-11-15T18:50:42.841069+00:00,FILE,20,False
16441,2023-11-15T17:55:32.716066+00:00,REG,29,False
16442,2023-11-16T01:40:27.996916+00:00,REG,28,False
16443,2023-11-15T19:00:26.104546+00:00,FILE,59,False
16444,2022-05-07T05:19:59.855363+00:00,FILE,11,False
16445,2022-05-07T05:19:01.952857+00:00,FILE,11,False
16446,2022-05-07T05:28:04.979509+00:00,REG,43,False
16447,2022-05-07T05:27:59.838569+00:00,REG,98,False
16448,2023-12-26T00:20:06.853152+00:00,FILE,44,False
16449,2023-11-14T20:13:21.819471+00:00,REG,25,False
16450,2023-11-14T20:24:54.447308+00:00,FILE,11,False
16451,2023-11-15T18:45:42.836569+00:00,FILE,1,False
16452,2023-11-15T18:27:48.671063+00:00,EVT,48,False
16453,2022-05-07T05:25:23.249946+00:00,REG,95,False
16454,2023-11-16T01:37:17.737921+00:00,FILE,11,False
16455,2023-11-15T18:46:01.116297+00:00,FILE,51,False
16456,2022-05-07T07:39:22.354679+00:00,REG,98,False
16457,2023-11-14T20:25:59.676899+00:00,FILE,11,False
16458,2023-11-15T18:49:33.983129+00:00,FILE,77,False
16459,2023-11-14T20:22:45.589020+00:00,FILE,11,False
16460,2023-11-15T18:56:36.618075+00:00,FILE,44,False
16461,2023-11-15T18:57:03.976674+00:00,FILE,13,False
16462,2023-11-15T18:51:51.962947+00:00,FILE,56,False
16463,2023-11-15T18:57:42.238334+00:00,FILE,44,False
16464,2023-11-15T18:47:48.624892+00:00,FILE,1,False
16465,2019-02-27T03:56:20.000000+00:00,PE,65,False
16466,2023-12-26T00:19:42.568746+00:00,FILE,40,False
16467,2022-05-07T07:30:10.991435+00:00,FILE,11,False
16468,2022-05-07T05:28:00.401097+00:00,REG,16,False
16469,2023-11-15T18:53:41.680397+00:00,FILE,12,False
16470,2023-11-15T18:55:46.226000+00:00,REG,35,False
16471,2022-05-07T05:20:02.339798+00:00,FILE,11,False
16472,2023-12-26T00:34:15.296563+00:00,REG,42,False
16473,2023-11-15T18:42:41.901339+00:00,FILE,80,False
16474,2022-09-25T02:32:58.776926+00:00,FILE,11,False
16475,2023-11-14T20:16:26.410777+00:00,FILE,11,False
16476,2022-05-07T05:20:22.158894+00:00,FILE,11,False
16477,2023-12-26T15:09:52.680372+00:00,REG,28,False
16478,2023-12-26T00:20:40.802381+00:00,FILE,9,False
16479,2023-11-15T18:53:36.391237+00:00,FILE,20,False
16480,2022-05-07T05:19:08.484537+00:00,FILE,11,False
16481,2022-05-07T07:30:29.532637+00:00,REG,47,False
16482,2023-11-15T18:44:23.248177+00:00,FILE,9,False
16483,2023-11-15T19:18:14.679003+00:00,FILE,7,False
16484,2023-11-15T19:12:49.622874+00:00,FILE,11,False
16485,2023-09-30T13:01:38.000000+00:00,FILE,0,False
16486,2023-11-14T20:24:57.737995+00:00,REG,91,False
16487,2022-05-07T05:27:59.760616+00:00,REG,43,False
16488,2023-11-15T18:41:43.974965+00:00,FILE,80,False
16489,2022-05-07T05:22:37.516444+00:00,FILE,11,False
16490,2022-05-07T05:28:02.744964+00:00,REG,14,False
16491,2023-11-16T01:39:13.996296+00:00,FILE,11,False
16492,2022-05-07T05:28:01.807417+00:00,REG,14,False
16493,2023-11-15T18:44:23.584835+00:00,FILE,9,False
16494,2023-12-26T00:34:29.627755+00:00,FILE,40,False
16495,2023-11-16T01:40:20.993977+00:00,REG,71,False
16496,2022-05-07T05:28:04.416986+00:00,REG,41,False
16497,2023-11-15T18:57:19.839930+00:00,FILE,51,False
16498,2023-11-15T18:56:43.254125+00:00,FILE,64,False
16499,2023-11-15T18:48:02.495528+00:00,FILE,80,False
16500,2023-11-15T18:47:59.206468+00:00,REG,46,False
16501,2023-12-26T00:47:19.985615+00:00,FILE,66,False
16502,2022-09-25T02:32:43.995779+00:00,REG,19,False
16503,2022-04-26T01:15:35.000000+00:00,PE,73,False
16504,2022-05-07T05:27:58.947891+00:00,REG,47,False
16505,2022-05-07T05:24:24.574636+00:00,REG,43,False
16506,2023-11-15T17:55:38.554674+00:00,REG,29,False
16507,2016-11-05T12:57:30.000000+00:00,FILE,1,False
16508,2023-11-15T18:55:53.339663+00:00,FILE,39,False
16509,2022-05-07T05:27:59.416439+00:00,REG,2,False
16510,2023-12-26T00:20:17.271642+00:00,FILE,44,False
16511,2023-11-15T18:17:58.474629+00:00,FILE,9,False
16512,2022-09-24T17:55:12.000000+00:00,FILE,11,False
16513,2023-11-15T18:39:52.119406+00:00,FILE,80,False
16514,2023-11-16T01:38:59.348315+00:00,FILE,11,False
16515,2023-11-16T01:40:27.323868+00:00,REG,28,False
16516,2022-05-07T05:28:05.732695+00:00,REG,14,False
16517,2022-05-07T07:44:20.297645+00:00,FILE,9,False
16518,2023-11-16T01:40:27.175474+00:00,REG,28,False
16519,2022-05-07T05:27:59.697948+00:00,REG,36,False
16520,2023-11-14T20:04:14.556195+00:00,FILE,11,False
16521,2023-11-15T18:55:30.531759+00:00,REG,35,False
16522,2023-11-15T18:56:14.866539+00:00,FILE,63,False
16523,2023-11-14T20:24:47.479627+00:00,FILE,3,False
16524,2023-11-16T01:36:08.117391+00:00,FILE,11,False
16525,2023-12-26T00:22:31.756256+00:00,FILE,44,False
16526,2023-11-16T01:37:10.734321+00:00,FILE,11,False
16527,2023-11-15T18:39:38.137555+00:00,FILE,33,False
16528,2023-10-19T04:09:11.533583+00:00,REG,10,False
16529,2023-11-16T01:39:28.976510+00:00,FILE,11,False
16530,2023-11-15T18:03:50.982192+00:00,EVT,4,False
16531,2023-10-25T23:28:10.000000+00:00,FILE,9,False
16532,2022-09-25T02:42:02.624093+00:00,REG,22,False
16533,2022-05-07T07:42:34.866645+00:00,FILE,9,False
16534,2023-11-15T18:51:31.692308+00:00,FILE,20,False
16535,2023-12-26T00:37:20.116182+00:00,FILE,11,False
16536,2023-11-15T17:55:33.805931+00:00,REG,19,False
16537,2022-05-07T05:28:02.417923+00:00,REG,88,False
16538,2023-11-15T18:51:46.821782+00:00,FILE,18,False
16539,2023-11-16T01:39:41.559830+00:00,FILE,3,False
16540,2023-11-15T18:52:35.692159+00:00,FILE,56,False
16541,2023-11-15T18:47:38.240272+00:00,FILE,51,False
16542,2022-05-07T05:28:00.947991+00:00,REG,14,False
16543,2023-11-15T18:46:13.629487+00:00,FILE,51,False
16544,2022-05-07T07:29:40.248562+00:00,FILE,11,False
16545,2022-05-07T07:30:14.750225+00:00,FILE,3,False
16546,2022-05-07T07:30:14.922099+00:00,FILE,11,False
16547,2023-06-07T00:38:02.000000+00:00,FILE,77,False
16548,2022-09-25T02:34:25.272290+00:00,FILE,3,False
16549,2023-11-16T01:37:25.115919+00:00,FILE,11,False
16550,2023-11-15T18:47:48.497731+00:00,FILE,92,False
16551,2023-12-26T00:15:18.472000+00:00,FILE,44,False
16552,2023-12-26T00:44:12.556338+00:00,FILE,11,False
16553,2023-11-15T18:41:45.277318+00:00,FILE,80,False
16554,2022-05-07T05:20:22.518301+00:00,FILE,77,False
16555,2023-11-15T17:55:30.520291+00:00,REG,29,False
16556,2023-11-15T18:56:21.174055+00:00,FILE,1,False
16557,2023-11-15T18:49:32.396214+00:00,FILE,16,False
16558,2022-05-07T05:25:13.687161+00:00,REG,36,False
16559,2022-05-07T05:23:51.635363+00:00,REG,83,False
16560,2023-11-16T01:38:35.289195+00:00,FILE,11,False
16561,2022-07-20T02:56:48.285392+00:00,REG,45,False
16562,2022-05-07T05:19:08.312664+00:00,FILE,11,False
16563,2016-06-12T07:13:22.000000+00:00,FILE,1,False
16564,2023-11-15T18:57:15.499495+00:00,FILE,76,False
16565,2023-11-15T17:49:30.449092+00:00,REG,95,False
16566,2022-05-07T05:25:24.750136+00:00,REG,98,False
16567,2023-11-15T18:48:12.520928+00:00,FILE,80,False
16568,2022-05-07T05:28:03.448126+00:00,REG,43,False
16569,2022-05-07T05:18:36.623097+00:00,FILE,11,False
16570,2023-11-15T18:50:42.366910+00:00,FILE,44,False
16571,2023-11-15T17:58:20.560350+00:00,REG,19,False
16572,2023-11-15T18:56:54.253055+00:00,FILE,27,False
16573,2023-11-15T18:56:41.718345+00:00,FILE,76,False
16574,2023-12-26T00:21:48.989887+00:00,FILE,3,False
16575,2023-09-30T04:46:16.000000+00:00,FILE,0,False
16576,2023-11-15T17:48:57.199010+00:00,EVT,62,False
16577,2022-05-07T05:19:43.929231+00:00,FILE,11,False
16578,2023-10-19T04:09:11.549209+00:00,REG,46,False
16579,2023-11-15T18:47:58.558548+00:00,FILE,51,False
16580,2022-05-07T07:30:08.366201+00:00,FILE,3,False
16581,2023-11-14T20:26:14.529712+00:00,FILE,11,False
16582,2023-11-15T18:44:15.984295+00:00,FILE,9,False
16583,2023-11-15T18:40:22.693570+00:00,FILE,8,False
16584,2023-11-15T19:17:34.486130+00:00,FILE,53,False
16585,2023-11-15T18:40:55.485301+00:00,FILE,80,False
16586,2023-11-15T17:58:25.251725+00:00,REG,19,False
16587,2023-11-15T18:56:50.706368+00:00,FILE,51,False
16588,2023-11-15T18:48:23.286318+00:00,FILE,74,False
16589,2023-11-15T18:56:03.484527+00:00,FILE,44,False
16590,2023-11-16T01:37:23.552049+00:00,FILE,11,False
16591,2023-10-26T00:30:12.000000+00:00,PE,26,False
16592,2022-09-25T02:34:31.772387+00:00,REG,22,False
16593,2023-11-16T01:39:41.763577+00:00,FILE,3,False
16594,2023-10-19T04:09:11.564835+00:00,REG,78,False
16595,2023-11-15T18:49:22.684047+00:00,FILE,77,False
16596,2019-11-15T16:28:36.000000+00:00,FILE,1,False
16597,2023-11-15T18:38:42.622002+00:00,FILE,80,False
16598,2022-05-07T05:19:29.128021+00:00,FILE,11,False
16599,2022-09-25T02:32:52.167571+00:00,FILE,11,False
16600,2023-11-15T18:50:47.513944+00:00,FILE,44,False
16601,2023-12-26T00:48:08.267022+00:00,FILE,20,False
16602,2023-11-15T18:35:39.876987+00:00,FILE,80,False
16603,2023-11-16T01:40:27.367723+00:00,REG,28,False
16604,2022-05-07T05:25:22.781182+00:00,REG,83,False
16605,2023-11-14T20:12:40.196214+00:00,REG,6,False
16606,2023-11-15T18:42:37.421512+00:00,FILE,33,False
16607,2023-11-15T18:45:56.832070+00:00,FILE,51,False
16608,2022-05-07T05:22:31.957598+00:00,FILE,11,False
16609,2023-11-16T01:40:05.561599+00:00,FILE,3,False
16610,2023-12-26T00:42:39.911635+00:00,FILE,53,False
16611,2023-11-15T18:48:55.508553+00:00,FILE,13,False
16612,2022-05-07T05:28:03.807532+00:00,REG,36,False
16613,2022-09-25T02:35:00.506764+00:00,FILE,3,False
16614,2023-11-16T01:36:15.842788+00:00,FILE,11,False
16615,2023-11-15T18:56:16.629379+00:00,FILE,52,False
16616,2023-11-15T18:56:03.547809+00:00,FILE,1,False
16617,2023-12-26T00:48:21.554577+00:00,FILE,44,False
16618,2023-11-16T01:39:44.905290+00:00,FILE,3,False
16619,2023-11-16T01:35:52.134366+00:00,FILE,11,False
16620,2023-10-19T04:09:11.533583+00:00,REG,10,False
16621,2023-11-15T18:56:06.457092+00:00,FILE,1,False
16622,2023-11-15T18:57:02.282104+00:00,FILE,1,False
16623,2023-12-26T00:47:20.712873+00:00,FILE,66,False
16624,2023-11-15T18:40:54.264126+00:00,FILE,80,False
16625,2022-05-07T05:19:01.843468+00:00,FILE,11,False
16626,2022-05-07T05:25:25.312691+00:00,REG,46,False
16627,2023-12-26T00:22:55.974219+00:00,FILE,11,False
16628,2022-05-07T05:28:05.495172+00:00,REG,85,False
16629,2023-11-14T20:14:52.542417+00:00,FILE,11,False
16630,2023-11-15T18:47:45.566115+00:00,FILE,7,False
16631,2023-11-15T18:57:18.840870+00:00,FILE,56,False
16632,2023-12-26T00:16:54.502249+00:00,REG,83,False
16633,2023-11-15T18:48:07.935686+00:00,FILE,80,False
16634,2022-09-25T02:34:32.990877+00:00,REG,22,False
16635,2023-11-15T18:50:46.909600+00:00,FILE,13,False
16636,2023-11-15T19:17:33.533197+00:00,FILE,40,False
16637,2023-11-14T20:16:46.762627+00:00,FILE,3,False
16638,2022-05-07T07:30:29.595184+00:00,REG,47,False
16639,2023-11-16T01:39:56.888377+00:00,FILE,3,False
16640,2018-05-15T21:29:34.000000+00:00,FILE,1,False
16641,2023-12-26T15:09:52.777997+00:00,REG,28,False
16642,2022-09-25T02:35:25.414182+00:00,REG,22,False
16643,2022-05-07T07:30:09.928829+00:00,FILE,11,False
16644,2023-09-30T13:01:38.000000+00:00,FILE,0,False
16645,2023-11-15T18:56:57.585875+00:00,FILE,1,False
16646,2022-05-07T07:39:23.620362+00:00,REG,98,False
16647,2023-11-15T18:39:51.400516+00:00,FILE,5,False
16648,2023-11-15T18:50:52.583635+00:00,FILE,0,False
16649,2023-11-15T18:51:03.515485+00:00,FILE,63,False
16650,2023-11-15T18:46:09.361947+00:00,FILE,1,False
16651,2023-11-15T19:17:31.528564+00:00,FILE,44,False
16652,2023-11-15T18:50:16.757389+00:00,FILE,20,False
16653,2022-05-07T05:25:15.124713+00:00,REG,98,False
16654,2023-11-15T18:53:40.672246+00:00,FILE,0,False
16655,2022-05-07T05:24:07.370575+00:00,REG,17,False
16656,2023-11-15T19:17:35.267346+00:00,FILE,9,False
16657,2023-09-14T01:21:56.000000+00:00,FILE,0,False
16658,2023-10-19T04:09:11.658592+00:00,REG,15,False
16659,2023-11-14T20:14:01.982342+00:00,FILE,11,False
16660,2023-11-15T18:56:29.987128+00:00,FILE,1,False
16661,2022-05-07T05:28:05.401427+00:00,REG,86,False
16662,2023-11-15T18:45:33.709394+00:00,REG,35,False
16663,2022-05-07T05:19:26.721637+00:00,FILE,11,False
16664,2022-05-07T05:28:02.105458+00:00,REG,38,False
16665,2023-11-14T20:02:43.454656+00:00,FILE,11,False
16666,2023-11-15T18:39:08.176777+00:00,FILE,80,False
16667,2023-11-15T17:55:30.778197+00:00,REG,29,False
16668,2023-11-15T17:58:24.289598+00:00,REG,19,False
16669,2023-11-15T18:53:17.658028+00:00,FILE,33,False
16670,2022-02-12T06:55:12.000000+00:00,FILE,32,False
16671,2022-05-07T05:28:03.198097+00:00,REG,85,False
16672,2023-11-16T01:42:14.187602+00:00,FILE,11,False
16673,2022-05-07T05:27:58.838507+00:00,REG,47,False
16674,2022-05-07T05:28:03.604387+00:00,REG,36,False
16675,2023-10-19T04:09:11.533583+00:00,REG,69,False
16676,2023-11-15T18:54:02.894927+00:00,FILE,0,False
16677,2023-11-15T17:58:23.533529+00:00,REG,29,False
16678,2022-05-07T07:29:58.218828+00:00,FILE,11,False
16679,2022-09-25T02:30:56.764527+00:00,FILE,11,False
16680,2022-09-24T18:12:33.000000+00:00,FILE,11,False
16681,2023-11-15T18:49:45.272100+00:00,FILE,0,False
16682,2023-11-16T01:39:49.315233+00:00,FILE,3,False
16683,2023-11-14T20:21:45.281491+00:00,FILE,11,False
16684,2023-11-15T17:58:22.755096+00:00,REG,29,False
16685,2022-05-07T05:20:06.405042+00:00,FILE,11,False
16686,2023-09-21T19:36:50.000000+00:00,PE,73,False
16687,2023-11-16T01:39:06.876059+00:00,FILE,11,False
16688,2023-11-16T01:40:27.367723+00:00,REG,28,False
16689,2023-11-15T17:58:22.339297+00:00,REG,29,False
16690,2023-11-15T18:56:42.935469+00:00,FILE,1,False
16691,2022-05-07T07:30:12.210310+00:00,FILE,11,False
16692,2023-11-14T20:21:55.264684+00:00,FILE,3,False
16693,2017-07-19T20:09:16.000000+00:00,FILE,1,False
16694,2022-05-07T07:30:29.767021+00:00,REG,2,False
16695,2023-11-16T01:36:54.884617+00:00,FILE,11,False
16696,2023-11-15T19:00:24.143118+00:00,FILE,18,False
16697,2023-11-14T20:38:17.178622+00:00,REG,60,False
16698,2022-05-07T05:19:27.518560+00:00,FILE,11,False
16699,2023-11-16T01:37:45.777137+00:00,FILE,11,False
16700,2022-05-07T05:28:03.932533+00:00,REG,43,False
16701,2023-11-14T20:38:16.424109+00:00,REG,91,False
16702,2023-11-15T19:13:17.612939+00:00,REG,14,False
16703,2023-11-15T17:55:31.580702+00:00,REG,29,False
16704,2018-04-19T23:07:52.000000+00:00,FILE,1,False
16705,2023-11-16T01:36:44.495391+00:00,FILE,11,False
16706,2023-11-15T18:48:08.143305+00:00,FILE,80,False
16707,2022-09-24T18:13:00.000000+00:00,FILE,11,False
16708,2022-05-07T07:29:29.569570+00:00,FILE,11,False
16709,2023-11-15T17:58:24.354126+00:00,REG,29,False
16710,2023-11-14T20:09:04.111403+00:00,FILE,11,False
16711,2023-11-14T20:42:40.805988+00:00,FILE,9,False
16712,2023-11-16T01:39:20.829552+00:00,FILE,11,False
16713,2023-11-15T18:18:56.691087+00:00,EVT,62,False
16714,2023-11-15T19:17:32.843249+00:00,FILE,40,False
16715,2023-11-15T19:02:02.599273+00:00,FILE,44,False
16716,2023-11-16T01:37:24.733605+00:00,FILE,11,False
16717,2023-12-26T15:10:03.210431+00:00,FILE,11,False
