representation,clustering_method,seed,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,bic,aic,inertia,silhouette_all,calinski_harabasz_all,davies_bouldin_all
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",3.921,,50,0,0.0,0.6466493010520935,2643.1914140835484,1.5117456965331244,-6327502.745488586,-6372033.806046573,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",3.596,,50,0,0.0,0.632713794708252,2427.351325059284,1.5245318642853185,-12081464.170544503,-12125995.231102493,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",4.14,,50,0,0.0,0.6231274604797363,2256.679513132348,1.5399252267507677,-14586826.353497565,-14631357.41405555,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 0.0001}",8.363,,75,0,0.0,0.7116994261741638,2828.440162194847,1.3597493552226354,-10609109.966647698,-10675910.967373822,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 0.001}",5.958,,75,0,0.0,0.7210906147956848,3071.86845634036,1.326532021062999,-7227964.978854529,-7294765.979580652,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 1e-05}",4.364,,75,0,0.0,0.707212507724762,2733.3848406612,1.363716456059199,-13817754.9829096,-13884555.983635724,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 75, ""reg_covar"": 1e-06}",4.412,,75,0,0.0,0.7062669396400452,2714.171884193383,1.366869345870031,-16718618.976712534,-16785419.97743866,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 0.0001}",0.828,,8,0,0.0,0.1649558097124099,1178.709601402389,3.2438696075035267,-3151402.791324242,-3158520.3523997613,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 0.001}",0.553,,8,0,0.0,0.1649737507104873,1226.1575140256507,3.070853016483269,-1449863.7134856866,-1456981.2745612056,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 1e-05}",0.739,,8,0,0.0,0.1648592948913574,1177.5126321468747,3.245935713808236,-3689306.204187432,-3696423.765262952,,,,
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 8, ""reg_covar"": 1e-06}",0.743,,8,0,0.0,0.1648592948913574,1177.4574741382637,3.246014905742962,-3804456.820509128,-3811574.381584647,,,,
