representation,clustering_method,seed,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,silhouette_all,calinski_harabasz_all,davies_bouldin_all,inertia,bic,aic,stage_dir,parameter_value,parameter_type,parameter_note
word2vec,kmeans,123,"{""n_clusters"": 20}",1.89,,20,0,0.0,0.1625394970178604,1079.4486412521328,1.755421902152219,,,,1772609.125,,,primary_k_sensitivity_seed123,20,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,123,"{""n_clusters"": 50}",3.946,,50,0,0.0,0.5083204507827759,1375.8808327381332,1.6533965581244483,,,,1063964.0,,,primary_k_sensitivity_seed123,50,k,Explicit k/n_components sensitivity value.
word2vec,dbscan,123,"{""eps"": 2.150507, ""metric"": ""euclidean"", ""min_samples"": 5}",9.186,,683,6853,0.13706,0.8889853358268738,6033.604577760285,0.4467425911683514,0.6831737160682678,146.6025863123927,1.293758683522794,,,,primary_k_sensitivity_seed123,"eps=2.151, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,123,"{""eps"": 3.074478, ""metric"": ""euclidean"", ""min_samples"": 10}",17.589,,273,6550,0.131,0.75677490234375,1772.0059956228574,0.6702288874558665,0.5878662467002869,268.7612473399637,1.384549729901407,,,,primary_k_sensitivity_seed123,"eps=3.074, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,123,"{""eps"": 3.913203, ""metric"": ""euclidean"", ""min_samples"": 5}",12.445,,371,3060,0.0612,0.33863365650177,296.64428059642586,0.6478839062412171,0.2814003527164459,178.94487267463543,1.2562885306595717,,,,primary_k_sensitivity_seed123,"eps=3.913, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,123,"{""eps"": 4.889787, ""metric"": ""euclidean"", ""min_samples"": 10}",56.857,,156,2854,0.05708,0.2892361879348755,336.3958882816562,0.6090777761537299,0.2754910588264465,231.60708512139448,1.305986822628062,,,,primary_k_sensitivity_seed123,"eps=4.89, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,123,"{""eps"": 5.531999, ""metric"": ""euclidean"", ""min_samples"": 5}",47.487,,223,1512,0.03024,0.2868468463420868,210.57965333830887,0.6106904494860051,0.2723749876022339,172.99821918566545,1.262808021247223,,,,primary_k_sensitivity_seed123,"eps=5.532, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,123,"{""eps"": 6.868514, ""metric"": ""euclidean"", ""min_samples"": 10}",165.021,,75,1413,0.02826,0.3460480868816376,312.5488895834584,0.5550758956763393,0.3300405442714691,263.26250334585484,1.306803804173637,,,,primary_k_sensitivity_seed123,"eps=6.869, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,123,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",55.188,,391,7691,0.15382,0.8992664813995361,2960.111718539892,1.2606913401971978,0.6730737090110779,229.42213790821413,1.896244801112792,,,,primary_k_sensitivity_seed123,min_cluster_size=15,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,123,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",60.631,,206,9703,0.19406,0.9065148234367372,3682.0687441451582,1.810971343434944,0.6244226694107056,276.8085529778144,2.440964187531156,,,,primary_k_sensitivity_seed123,min_cluster_size=30,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,123,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",83.406,,129,11600,0.232,0.9094730615615844,4813.926568472389,2.4640478270735584,0.5904406905174255,322.5603891206989,3.064817103936452,,,,primary_k_sensitivity_seed123,min_cluster_size=50,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",0.969,,10,0,0.0,0.2520806193351745,787.4923476035096,3.5512143080579435,,,,,-278811.9374297682,-287711.0937187382,primary_k_sensitivity_seed123,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",1.061,,10,0,0.0,0.252079576253891,787.509878247346,3.5514534772716635,,,,,279136.49998332333,270237.34369435336,primary_k_sensitivity_seed123,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",0.898,,10,0,0.0,0.2520806193351745,787.4923476035096,3.5512143080579435,,,,,-536651.6780923607,-545550.8343813308,primary_k_sensitivity_seed123,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",1.003,,10,0,0.0,0.2520806193351745,787.4923476035096,3.5512143080579435,,,,,-711219.89409349,-720119.05038246,primary_k_sensitivity_seed123,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",4.52,,20,0,0.0,0.4352298974990845,958.4879078481736,3.112028154459946,,,,,-4894391.013561562,-4912198.145917786,primary_k_sensitivity_seed123,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",4.723,,20,0,0.0,0.4363486766815185,964.126428864425,3.1119062910418376,,,,,-2676552.209472006,-2694359.341828231,primary_k_sensitivity_seed123,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",4.241,,20,0,0.0,0.4338372945785522,953.145582793466,3.1092081139945877,,,,,-7153117.167613996,-7170924.299970221,primary_k_sensitivity_seed123,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",4.433,,20,0,0.0,0.4338372945785522,953.145582793466,3.1092081139945877,,,,,-9240847.103568137,-9258654.23592436,primary_k_sensitivity_seed123,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",11.425,,50,0,0.0,0.5258585810661316,1030.122306043406,2.53167924687214,,,,,-5965613.896925495,-6010144.957483483,primary_k_sensitivity_seed123,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",10.173,,50,0,0.0,0.530546247959137,1047.1120362595432,2.563725612234353,,,,,-3551558.9831143348,-3596090.0436723223,primary_k_sensitivity_seed123,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",11.089,,50,0,0.0,0.5258360505104065,1029.8559505968387,2.529565580569998,,,,,-8142830.482248411,-8187361.542806398,primary_k_sensitivity_seed123,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,123,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",12.413,,50,0,0.0,0.5258474946022034,1029.8912057785565,2.528854370051274,,,,,-10279866.146702545,-10324397.20726053,primary_k_sensitivity_seed123,50,n_components,Explicit k/n_components sensitivity value.
tfidf,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 10}",68.219,,10,0,0.0,0.1325543671846389,1441.0208107540743,2.4262504685976447,,,,,,,primary_k_sensitivity_seed42,10,k,Explicit k/n_components sensitivity value.
tfidf,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 20}",65.994,,20,0,0.0,0.3538386225700378,1685.7107423509071,1.85686204195302,,,,,,,primary_k_sensitivity_seed42,20,k,Explicit k/n_components sensitivity value.
tfidf,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 50}",67.021,,50,0,0.0,0.6867422461509705,4050.0004150841023,1.1066840454298097,,,,,,,primary_k_sensitivity_seed42,50,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,42,"{""n_clusters"": 10}",0.641,,10,0,0.0,0.0734292939305305,1294.4265384203443,1.9744752232696756,,,,2027491.375,,,primary_k_sensitivity_seed42,10,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,42,"{""n_clusters"": 20}",1.027,,20,0,0.0,0.2850284278392792,1631.3003631344343,1.682257940365026,,,,1543073.5,,,primary_k_sensitivity_seed42,20,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,42,"{""n_clusters"": 50}",2.19,,50,0,0.0,0.6925815343856812,4240.44388079819,0.8814172539290464,,,,484516.3125,,,primary_k_sensitivity_seed42,50,k,Explicit k/n_components sensitivity value.
tfidf,dbscan,42,"{""eps"": 0.425808, ""metric"": ""euclidean"", ""min_samples"": 5}",6.53,,673,4830,0.0966,0.9220589995384216,150384.03541957293,0.1917572798489874,0.7578110098838806,373.43228320662087,1.0468159604922165,,,,primary_k_sensitivity_seed42,"eps=0.4258, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,42,"{""eps"": 0.959152, ""metric"": ""euclidean"", ""min_samples"": 10}",8.453,,315,4949,0.09898,0.9237567186355592,50337.25704680483,0.232494313416909,0.7657709121704102,728.0434456229156,1.0689654042201675,,,,primary_k_sensitivity_seed42,"eps=0.9592, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,42,"{""eps"": 1.538921, ""metric"": ""euclidean"", ""min_samples"": 5}",8.597,,493,2341,0.04682,0.8841471672058105,13707.446492276267,0.2967608735486579,0.8151298761367798,1028.74967517017,1.06635096681073,,,,primary_k_sensitivity_seed42,"eps=1.539, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,42,"{""eps"": 2.45785, ""metric"": ""euclidean"", ""min_samples"": 10}",9.74,,250,2241,0.04482,0.8363861441612244,6031.853016789686,0.4494413798952353,0.7714870572090149,1534.1181436695756,1.108458468764589,,,,primary_k_sensitivity_seed42,"eps=2.458, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,42,"{""eps"": 2.753049, ""metric"": ""euclidean"", ""min_samples"": 5}",9.746,,324,1081,0.02162,0.6940913796424866,1549.6483188553093,0.6906311717783017,0.6647132635116577,1058.6158467868026,1.1343213871052475,,,,primary_k_sensitivity_seed42,"eps=2.753, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,42,"{""eps"": 3.779555, ""metric"": ""euclidean"", ""min_samples"": 10}",10.794,,138,910,0.0182,0.4487612843513489,968.4939383854364,0.7936500705121283,0.4310554265975952,851.2389959830258,1.1729127655654754,,,,primary_k_sensitivity_seed42,"eps=3.78, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",41.793,,367,5336,0.10672,0.9321172833442688,18197.630034795733,0.3970752250110873,0.7582345604896545,665.5650236413989,1.0482939992628564,,,,primary_k_sensitivity_seed42,min_cluster_size=15,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",44.36,,190,6310,0.1262,0.927796185016632,17432.920127347796,0.3784313842189671,0.7297924757003784,918.8978531987332,1.1239328395014223,,,,primary_k_sensitivity_seed42,min_cluster_size=30,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",43.796,,119,5750,0.115,0.9130975604057312,13966.489969335884,0.40716737326914,0.7476943135261536,1487.31251305073,1.2111668419820694,,,,primary_k_sensitivity_seed42,min_cluster_size=50,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",0.669,,10,0,0.0,0.1784602105617523,1217.7380990683082,2.982687990501581,,,,,-3436433.0921510668,-3445332.248440037,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",0.745,,10,0,0.0,0.1787405014038086,1222.2569796282764,2.977596563379767,,,,,-2039143.9646236675,-2048043.120912637,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",0.665,,10,0,0.0,0.1782606691122055,1213.1432005080248,2.988263319429881,,,,,-4158876.148382592,-4167775.304671561,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",0.669,,10,0,0.0,0.1781648695468902,1212.286710676553,2.989484653484288,,,,,-4384573.064633434,-4393472.220922404,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",1.27,,20,0,0.0,0.33352130651474,1408.69989098869,2.220561219142825,,,,,-5602778.7562191775,-5620585.888575402,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",1.41,,20,0,0.0,0.3368264436721802,1444.375042129566,2.204370163681902,,,,,-3667331.460204405,-3685138.59256063,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",1.372,,20,0,0.0,0.3323942422866821,1402.845253939901,2.2232594967144435,,,,,-6841846.735785545,-6859653.868141769,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",1.338,,20,0,0.0,0.3320387899875641,1401.0162121930348,2.223579560846459,,,,,-7494773.514876221,-7512580.647232446,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",3.614,,50,0,0.0,0.6359530091285706,2472.418360944535,1.535201182364507,,,,,-9389163.607598238,-9433694.668156223,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",4.057,,50,0,0.0,0.6466493010520935,2643.1914140835484,1.5117456965331244,,,,,-6327502.745488586,-6372033.806046573,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",3.772,,50,0,0.0,0.632713794708252,2427.351325059284,1.5245318642853185,,,,,-12081464.170544503,-12125995.231102493,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
tfidf,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",4.232,,50,0,0.0,0.6231274604797363,2256.679513132348,1.5399252267507677,,,,,-14586826.353497565,-14631357.41405555,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
word2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 10}",74.14,,10,0,0.0,0.2513848841190338,1045.1368213416492,3.0807907532422667,,,,,,,primary_k_sensitivity_seed42,10,k,Explicit k/n_components sensitivity value.
word2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 20}",70.942,,20,0,0.0,0.3876300752162933,1138.386894267821,2.501483355537996,,,,,,,primary_k_sensitivity_seed42,20,k,Explicit k/n_components sensitivity value.
word2vec,agglomerative,42,"{""linkage"": ""ward"", ""n_clusters"": 50}",70.09,,50,0,0.0,0.536329984664917,1310.91573652363,1.739707989202251,,,,,,,primary_k_sensitivity_seed42,50,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,42,"{""n_clusters"": 10}",0.935,,10,0,0.0,0.0645201876759529,997.6727117047903,2.520024016734676,,,,2119328.0,,,primary_k_sensitivity_seed42,10,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,42,"{""n_clusters"": 20}",1.554,,20,0,0.0,0.2409181147813797,1087.4199075712577,1.977465432385464,,,,1768800.625,,,primary_k_sensitivity_seed42,20,k,Explicit k/n_components sensitivity value.
word2vec,kmeans,42,"{""n_clusters"": 50}",3.351,,50,0,0.0,0.5404993891716003,1421.0714327448438,1.5858553041040773,,,,1044256.75,,,primary_k_sensitivity_seed42,50,k,Explicit k/n_components sensitivity value.
word2vec,dbscan,42,"{""eps"": 1.854439, ""metric"": ""euclidean"", ""min_samples"": 5}",7.747,,682,7593,0.15186,0.9130724668502808,10603.726097117396,0.3679274318040281,0.68630051612854,134.11885804783395,1.2717729687601786,,,,primary_k_sensitivity_seed42,"eps=1.854, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,42,"{""eps"": 2.987025, ""metric"": ""euclidean"", ""min_samples"": 10}",11.69,,280,7171,0.14342,0.7762795686721802,2358.6407837434767,0.6226904416030028,0.5907859206199646,270.04759923733565,1.3320380548629205,,,,primary_k_sensitivity_seed42,"eps=2.987, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,42,"{""eps"": 3.871291, ""metric"": ""euclidean"", ""min_samples"": 5}",10.625,,374,3347,0.06694,0.3736796379089355,331.6533833231042,0.6681736029335266,0.3178189992904663,186.20476030472943,1.284809992018625,,,,primary_k_sensitivity_seed42,"eps=3.871, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,42,"{""eps"": 4.811705, ""metric"": ""euclidean"", ""min_samples"": 10}",39.07,,149,3164,0.06328,0.2606460750102997,364.0030669268518,0.6137586823993265,0.217223510146141,243.90331474845104,1.308596138310469,,,,primary_k_sensitivity_seed42,"eps=4.812, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,42,"{""eps"": 5.561356, ""metric"": ""euclidean"", ""min_samples"": 5}",39.288,,219,1622,0.03244,0.3022514283657074,227.8929908412224,0.5900241136280938,0.2897205352783203,184.275772925579,1.274702745934268,,,,primary_k_sensitivity_seed42,"eps=5.561, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,dbscan,42,"{""eps"": 6.782176, ""metric"": ""euclidean"", ""min_samples"": 10}",114.814,,84,1514,0.03028,0.3181404769420624,313.48338046363506,0.5939181668603113,0.2886617481708526,262.31934392055325,1.3510885076660577,,,,primary_k_sensitivity_seed42,"eps=6.782, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",51.171,,409,8000,0.16,0.9078601598739624,3035.515267306509,1.2793559404701371,0.6785765886306763,202.1562244680053,1.89349911299184,,,,primary_k_sensitivity_seed42,min_cluster_size=15,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",57.492,,206,9747,0.19494,0.9058692455291748,3880.7830347116624,1.84258535677516,0.6352666616439819,288.1541300576812,2.3992116407812007,,,,primary_k_sensitivity_seed42,min_cluster_size=30,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,hdbscan,42,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",62.521,,131,11693,0.23386,0.9169794917106628,4811.694293005985,2.42482772232499,0.6009461879730225,330.9227384389572,2.9878766398979475,,,,primary_k_sensitivity_seed42,min_cluster_size=50,density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.0001}",0.788,,10,0,0.0,0.270679622888565,922.974207850428,3.5442643276196875,,,,,-2515115.540934439,-2524014.6972234086,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 0.001}",0.789,,10,0,0.0,0.2533422708511352,913.387710123374,3.599362227325135,,,,,793426.7113129086,784527.5550239385,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",0.732,,10,0,0.0,0.2705296277999878,922.1072220912988,3.544142970931748,,,,,-4367411.93465009,-4376311.09093906,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",0.741,,10,0,0.0,0.2705296277999878,922.1072220912988,3.544142970931748,,,,,-6204541.882636467,-6213441.038925437,primary_k_sensitivity_seed42,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",1.35,,20,0,0.0,0.3492012917995453,944.709944956307,2.9705434973308407,,,,,-3567962.406429802,-3585769.538786026,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",1.319,,20,0,0.0,0.3492579162120819,945.798362104636,2.970154339446842,,,,,-1577120.0284723665,-1594927.1608285909,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",1.407,,20,0,0.0,0.349207729101181,944.678942875297,2.970352901387053,,,,,-5445456.703532247,-5463263.835888471,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",1.298,,20,0,0.0,0.349207729101181,944.678942875297,2.970352901387053,,,,,-7287692.50541982,-7305499.637776044,primary_k_sensitivity_seed42,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",3.487,,50,0,0.0,0.5433968901634216,1082.099768015713,2.252022746162724,,,,,-5932773.675994664,-5977304.736552651,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",4.395,,50,0,0.0,0.5473825931549072,1096.7488136545203,2.269794386188396,,,,,-3490414.1433879994,-3534945.203945987,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",5.877,,50,0,0.0,0.5432953834533691,1073.479352824308,2.277917120006814,,,,,-8091683.974200287,-8136215.034758274,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,42,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",5.0,,50,0,0.0,0.5426871180534363,1068.5482184367704,2.277077455942558,,,,,-10826929.745459322,-10871460.80601731,primary_k_sensitivity_seed42,50,n_components,Explicit k/n_components sensitivity value.
tfidf,agglomerative,456,"{""linkage"": ""ward"", ""n_clusters"": 10}",69.462,,10,0,0.0,0.1560936719179153,1422.8054682736604,2.4760350284644863,,,,,,,primary_k_sensitivity_seed456,10,k,Explicit k/n_components sensitivity value.
tfidf,agglomerative,456,"{""linkage"": ""ward"", ""n_clusters"": 20}",83.185,,20,0,0.0,0.3277788460254669,1651.068737403259,1.7109134730741329,,,,,,,primary_k_sensitivity_seed456,20,k,Explicit k/n_components sensitivity value.
tfidf,agglomerative,456,"{""linkage"": ""ward"", ""n_clusters"": 50}",87.324,,50,0,0.0,0.6666020750999451,3792.37080558184,0.9908375916219312,,,,,,,primary_k_sensitivity_seed456,50,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,456,"{""n_clusters"": 10}",2.388,,10,0,0.0,0.1226009875535965,1405.51882481071,1.9229903015968144,,,,1995133.75,,,primary_k_sensitivity_seed456,10,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,456,"{""n_clusters"": 20}",4.689,,20,0,0.0,0.2403875291347503,1596.5953363718124,1.2937795442698603,,,,1555748.0,,,primary_k_sensitivity_seed456,20,k,Explicit k/n_components sensitivity value.
tfidf,kmeans,456,"{""n_clusters"": 50}",12.158,,50,0,0.0,0.671843945980072,3959.104792892946,0.8883182172793543,,,,511899.09375,,,primary_k_sensitivity_seed456,50,k,Explicit k/n_components sensitivity value.
tfidf,dbscan,456,"{""eps"": 0.728918, ""metric"": ""euclidean"", ""min_samples"": 5}",14.481,,620,3784,0.07568,0.9195480346679688,58482.83888367013,0.2299673340101449,0.7870759963989258,499.8944181324055,1.068530447700472,,,,primary_k_sensitivity_seed456,"eps=0.7289, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,456,"{""eps"": 1.440353, ""metric"": ""euclidean"", ""min_samples"": 10}",14.104,,305,3912,0.07824,0.9087732434272766,24665.021207994432,0.2585632042156208,0.7913832068443298,896.1146104312545,1.0947681982090112,,,,primary_k_sensitivity_seed456,"eps=1.44, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,456,"{""eps"": 1.950793, ""metric"": ""euclidean"", ""min_samples"": 5}",15.16,,465,1815,0.0363,0.8653425574302673,4527.257051380199,0.5489076198651627,0.808490514755249,1061.1198908781132,1.0941311073523594,,,,primary_k_sensitivity_seed456,"eps=1.951, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,456,"{""eps"": 3.030159, ""metric"": ""euclidean"", ""min_samples"": 10}",20.136,,206,1743,0.03486,0.6745836734771729,1758.276072413336,0.7848667567455611,0.6378942131996155,1087.3975931954044,1.1644126330947828,,,,primary_k_sensitivity_seed456,"eps=3.03, min_samples=10",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
tfidf,dbscan,456,"{""eps"": 3.31732, ""metric"": ""euclidean"", ""min_samples"": 5}",19.121,,268,778,0.01556,0.5671488046646118,1015.6809043272358,0.773258423257701,0.5515851378440857,838.2099956771156,1.1509278031185803,,,,primary_k_sensitivity_seed456,"eps=3.317, min_samples=5",density_params,DBSCAN/HDBSCAN do not use k directly; density grid is summarized instead.
