representation,sample_size,seed,embedding_time_s,peak_memory_mb,device,embedding_cache_key,embedding_cache_path,embedding_cache_hit,tfidf_features,tfidf_max_features,tfidf_min_df,tfidf_max_df,tfidf_svd_applied,tfidf_svd_components,embedding_dimensions,requested_pca_components,pca_applied,effective_dimensions,clustering_method,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,silhouette_all,calinski_harabasz_all,davies_bouldin_all,dataset,experiment
tfidf,50000,42,3.37,111.625,cpu,tfidf_11db8a033ba2c13b,reports\week4\secondary_best_seed42\cache\tfidf_11db8a033ba2c13b.npz,False,5000,5000,5,0.95,True,50,50,50,False,50,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 15, ""min_samples"": null}",43.006,,382,5741,0.11482,0.9252405166625975,16843.53381972158,0.3692348313697487,0.731274425983429,610.5564078356393,1.0474858498976245,scenario-2,best-pipeline
