dataset,experiment,representation,clustering_method,seed_count,sample_size,silhouette_mean,calinski_harabasz_mean,davies_bouldin_mean,n_clusters_mean,noise_ratio_mean,embedding_time_s_mean,clustering_time_s_mean,peak_memory_mb_mean,silhouette_std,calinski_harabasz_std,davies_bouldin_std,n_clusters_std,noise_ratio_std,embedding_time_s_std,clustering_time_s_std,peak_memory_mb_std
scenario-2,best-pipeline,tfidf,hdbscan,1,50000,0.9252405166625975,16843.53381972158,0.3692348313697487,382.0,0.11482,3.37,43.006,111.625,,,,,,,,
