representation,sample_size,seed,embedding_time_s,peak_memory_mb,device,embedding_cache_key,embedding_cache_path,embedding_cache_hit,embedding_load_time_s,embedding_dimensions,requested_pca_components,pca_applied,effective_dimensions,pca_explained_variance_ratio,clustering_method,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,bic,aic,inertia,silhouette_all,calinski_harabasz_all,davies_bouldin_all,tfidf_features,tfidf_max_features,tfidf_min_df,tfidf_max_df,tfidf_svd_applied,tfidf_svd_components,dataset,experiment
doc2vec,50000,42,0.109,38.159,cpu,doc2vec_d22244dd639d469e,reports\week2\cache\doc2vec_d22244dd639d469e.npz,True,0.108,100,50,True,50,0.984565258026123,dbscan,"{""eps"": 9.533955, ""metric"": ""euclidean"", ""min_samples"": 10}",386.407,,2,1637,0.03274,0.5350874066352844,49.55248094580283,0.7636678011925759,,,,0.4258873164653778,155.98931362782758,6.290817457535588,,,,,,,scenario-1,optimal
doc2vec,50000,101,0.113,38.16,cpu,doc2vec_44ec3b15280e95e5,reports\week4_pilot\primary_optimal_seed101\cache\doc2vec_44ec3b15280e95e5.npz,True,0.112,100,50,True,50,0.9842668771743774,dbscan,"{""eps"": 9.61765, ""metric"": ""euclidean"", ""min_samples"": 10}",422.047,,2,1679,0.03358,0.5740523934364319,132.43329643155732,0.7856215047903006,,,,0.526150107383728,190.3602479291926,6.225603744789351,,,,,,,scenario-1,optimal
doc2vec,50000,123,61.048,101.514,cpu,doc2vec_38c655e3255f5cd6,reports\week4_pilot\primary_optimal_seed123\cache\doc2vec_38c655e3255f5cd6.npz,False,,100,50,True,50,0.9841358661651612,dbscan,"{""eps"": 9.032842, ""metric"": ""euclidean"", ""min_samples"": 5}",332.515,,7,1906,0.03812,0.4967949092388153,44.27929844862476,0.7350223410776151,,,,0.4255046844482422,65.51549483142976,3.417054888066564,,,,,,,scenario-1,optimal
doc2vec,50000,456,61.778,101.515,cpu,doc2vec_f11108f8941aa57f,reports\week4_pilot\primary_optimal_seed456\cache\doc2vec_f11108f8941aa57f.npz,False,,100,50,True,50,0.9838088154792786,dbscan,"{""eps"": 9.607602, ""metric"": ""euclidean"", ""min_samples"": 10}",452.617,,2,1729,0.03458,0.5785675644874573,79.49774754050333,0.7333868973494805,,,,0.603837788105011,178.60067241004435,6.140135280687413,,,,,,,scenario-1,optimal
doc2vec,50000,789,62.969,101.783,cpu,doc2vec_878507aae6ccc36c,reports\week4_pilot\primary_optimal_seed789\cache\doc2vec_878507aae6ccc36c.npz,False,,100,50,True,50,0.9841041564941406,dbscan,"{""eps"": 8.989964, ""metric"": ""euclidean"", ""min_samples"": 5}",322.559,,9,1913,0.03826,0.4358333051204681,52.03941200015672,0.8207407935450778,,,,0.4007232785224914,61.79797109047369,3.1749773749068515,,,,,,,scenario-1,optimal
doc2vec,50000,42,0.109,38.159,cpu,doc2vec_d22244dd639d469e,reports\week2\cache\doc2vec_d22244dd639d469e.npz,True,0.108,100,50,True,50,0.984565258026123,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",136.425,,2,13296,0.26592,0.4028684198856354,205.67813589261127,0.986237122416781,,,,0.2129982411861419,146.962923309874,9.726484138683483,,,,,,,scenario-1,optimal
doc2vec,50000,101,0.113,38.16,cpu,doc2vec_44ec3b15280e95e5,reports\week4_pilot\primary_optimal_seed101\cache\doc2vec_44ec3b15280e95e5.npz,True,0.112,100,50,True,50,0.9842668771743774,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",160.297,,2,12312,0.24624,0.4337538182735443,279.5706461386492,0.9143376407409646,,,,0.2692451179027557,159.72444863226707,9.884649645859744,,,,,,,scenario-1,optimal
doc2vec,50000,123,61.048,101.514,cpu,doc2vec_38c655e3255f5cd6,reports\week4_pilot\primary_optimal_seed123\cache\doc2vec_38c655e3255f5cd6.npz,False,,100,50,True,50,0.9841358661651612,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",158.682,,2,11675,0.2335,0.4631422758102417,188.94647695437,0.8206905030779226,,,,0.2988077700138092,140.55714423739778,9.876830899721542,,,,,,,scenario-1,optimal
doc2vec,50000,456,61.778,101.515,cpu,doc2vec_f11108f8941aa57f,reports\week4_pilot\primary_optimal_seed456\cache\doc2vec_f11108f8941aa57f.npz,False,,100,50,True,50,0.9838088154792786,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",160.507,,2,12949,0.25898,0.4414168000221252,149.34409273522414,0.8254030313355417,,,,0.2745074331760406,133.16594319323536,9.862831244959432,,,,,,,scenario-1,optimal
doc2vec,50000,789,62.969,101.783,cpu,doc2vec_878507aae6ccc36c,reports\week4_pilot\primary_optimal_seed789\cache\doc2vec_878507aae6ccc36c.npz,False,,100,50,True,50,0.9841041564941406,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",151.606,,2,11944,0.23888,0.4677354395389557,216.58436361171803,0.8087518006884349,,,,0.2990812659263611,151.28737179362523,9.551521447169728,,,,,,,scenario-1,optimal
doc2vec,50000,42,63.169,108.857,cpu,doc2vec_d22244dd639d469e,reports\week2\cache\doc2vec_d22244dd639d469e.npz,False,,100,50,True,50,0.984565258026123,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",9.924,,100,0,0.0,-0.0648043602705001,219.0490695282839,4.133121913521687,4890654.521755908,4801583.580861649,,,,,,,,,,,scenario-1,optimal
doc2vec,50000,101,0.113,38.16,cpu,doc2vec_44ec3b15280e95e5,reports\week4_pilot\primary_optimal_seed101\cache\doc2vec_44ec3b15280e95e5.npz,True,0.112,100,50,True,50,0.9842668771743774,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",9.558,,100,0,0.0,-0.0663402825593948,223.7389478016705,3.9005778009712766,4940559.691908839,4851488.75101458,,,,,,,,,,,scenario-1,optimal
doc2vec,50000,123,61.048,101.514,cpu,doc2vec_38c655e3255f5cd6,reports\week4_pilot\primary_optimal_seed123\cache\doc2vec_38c655e3255f5cd6.npz,False,,100,50,True,50,0.9841358661651612,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",10.641,,100,0,0.0,-0.063488095998764,216.1782653251727,4.054548567596237,4915913.412778573,4826842.471884314,,,,,,,,,,,scenario-1,optimal
doc2vec,50000,456,61.778,101.515,cpu,doc2vec_f11108f8941aa57f,reports\week4_pilot\primary_optimal_seed456\cache\doc2vec_f11108f8941aa57f.npz,False,,100,50,True,50,0.9838088154792786,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",10.292,,100,0,0.0,-0.0634432435035705,222.7290338987293,3.674333385489075,4931090.987001566,4842020.046107307,,,,,,,,,,,scenario-1,optimal
doc2vec,50000,789,62.969,101.783,cpu,doc2vec_878507aae6ccc36c,reports\week4_pilot\primary_optimal_seed789\cache\doc2vec_878507aae6ccc36c.npz,False,,100,50,True,50,0.9841041564941406,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",9.974,,100,0,0.0,-0.0698550194501876,226.08724198328665,3.895783214333589,4846336.594143678,4757265.653249419,,,,,,,,,,,scenario-1,optimal
sbert,50000,42,0.247,146.533,cuda,sbert_971eb128b1741a38,reports\week2\cache\sbert_971eb128b1741a38.npz,True,0.247,384,50,True,50,0.898937463760376,agglomerative,"{""linkage"": ""ward"", ""n_clusters"": 100}",67.155,,100,0,0.0,0.5919038653373718,744.7867268428882,1.9001306606926025,,,,,,,,,,,,,scenario-1,optimal
sbert,50000,101,44.024,296.889,cuda,sbert_40b5c5f3a2872bb2,reports\week4_pilot\primary_optimal_seed101\cache\sbert_40b5c5f3a2872bb2.npz,False,,384,50,True,50,0.8987579345703125,agglomerative,"{""linkage"": ""ward"", ""n_clusters"": 100}",69.619,,100,0,0.0,0.5842353701591492,737.774871079738,1.876489413475872,,,,,,,,,,,,,scenario-1,optimal
sbert,50000,123,50.959,296.629,cuda,sbert_658a9b04a8388812,reports\week4_pilot\primary_optimal_seed123\cache\sbert_658a9b04a8388812.npz,False,,384,50,True,50,0.8991537094116211,agglomerative,"{""linkage"": ""ward"", ""n_clusters"": 100}",71.264,,100,0,0.0,0.5905853509902954,748.8725849700073,1.9790538586981483,,,,,,,,,,,,,scenario-1,optimal
sbert,50000,456,44.895,296.17,cuda,sbert_123cad9010d06951,reports\week4_pilot\primary_optimal_seed456\cache\sbert_123cad9010d06951.npz,False,,384,50,True,50,0.8991100192070007,agglomerative,"{""linkage"": ""ward"", ""n_clusters"": 100}",71.07,,100,0,0.0,0.586852490901947,739.8093232740323,1.8969722731894247,,,,,,,,,,,,,scenario-1,optimal
sbert,50000,789,46.131,296.589,cuda,sbert_1802175daf04b2cf,reports\week4_pilot\primary_optimal_seed789\cache\sbert_1802175daf04b2cf.npz,False,,384,50,True,50,0.8983054161071777,agglomerative,"{""linkage"": ""ward"", ""n_clusters"": 100}",67.614,,100,0,0.0,0.5874856114387512,742.8336888953213,1.8656636603472692,,,,,,,,,,,,,scenario-1,optimal
sbert,50000,42,49.073,296.858,cuda,sbert_971eb128b1741a38,reports\week2\cache\sbert_971eb128b1741a38.npz,False,,384,50,True,50,0.898937463760376,kmeans,"{""n_clusters"": 100}",6.193,,100,0,0.0,0.5827099084854126,809.699492011391,1.7674707058272272,,,959165.5,,,,,,,,,,scenario-1,optimal
sbert,50000,101,44.024,296.889,cuda,sbert_40b5c5f3a2872bb2,reports\week4_pilot\primary_optimal_seed101\cache\sbert_40b5c5f3a2872bb2.npz,False,,384,50,True,50,0.8987579345703125,kmeans,"{""n_clusters"": 100}",14.778,,100,0,0.0,0.5796132683753967,793.4093725135249,1.872988202055225,,,971211.6875,,,,,,,,,,scenario-1,optimal
sbert,50000,123,50.959,296.629,cuda,sbert_658a9b04a8388812,reports\week4_pilot\primary_optimal_seed123\cache\sbert_658a9b04a8388812.npz,False,,384,50,True,50,0.8991537094116211,kmeans,"{""n_clusters"": 100}",14.487,,100,0,0.0,0.572706401348114,811.8876638813108,1.7968832897311933,,,957573.8125,,,,,,,,,,scenario-1,optimal
sbert,50000,456,44.895,296.17,cuda,sbert_123cad9010d06951,reports\week4_pilot\primary_optimal_seed456\cache\sbert_123cad9010d06951.npz,False,,384,50,True,50,0.8991100192070007,kmeans,"{""n_clusters"": 100}",15.749,,100,0,0.0,0.5843588709831238,801.3817029854106,1.7617754705106046,,,965276.5625,,,,,,,,,,scenario-1,optimal
sbert,50000,789,46.131,296.589,cuda,sbert_1802175daf04b2cf,reports\week4_pilot\primary_optimal_seed789\cache\sbert_1802175daf04b2cf.npz,False,,384,50,True,50,0.8983054161071777,kmeans,"{""n_clusters"": 100}",15.202,,100,0,0.0,0.5833262205123901,805.818312610685,1.73397926221571,,,962009.875,,,,,,,,,,scenario-1,optimal
sbert,50000,42,49.073,296.858,cuda,sbert_971eb128b1741a38,reports\week2\cache\sbert_971eb128b1741a38.npz,False,,384,50,True,50,0.898937463760376,dbscan,"{""eps"": 9.138589, ""metric"": ""euclidean"", ""min_samples"": 10}",191.109,,20,747,0.01494,0.3692389130592346,185.70563268221235,0.7088887821634436,,,,0.3813406229019165,179.97542649046673,1.5796274354076414,,,,,,,scenario-1,optimal
sbert,50000,101,44.024,296.889,cuda,sbert_40b5c5f3a2872bb2,reports\week4_pilot\primary_optimal_seed101\cache\sbert_40b5c5f3a2872bb2.npz,False,,384,50,True,50,0.8987579345703125,dbscan,"{""eps"": 9.287814, ""metric"": ""euclidean"", ""min_samples"": 10}",321.347,,20,606,0.01212,0.389756977558136,174.59109706057905,0.7402160937207715,,,,0.3802859187126159,169.50596103083856,1.6002066045706675,,,,,,,scenario-1,optimal
sbert,50000,123,50.959,296.629,cuda,sbert_658a9b04a8388812,reports\week4_pilot\primary_optimal_seed123\cache\sbert_658a9b04a8388812.npz,False,,384,50,True,50,0.8991537094116211,dbscan,"{""eps"": 9.517062, ""metric"": ""euclidean"", ""min_samples"": 10}",356.101,,14,442,0.00884,0.4258699715137481,168.3205980905203,0.5951233225473099,,,,0.4131568372249603,163.94445933383767,1.5444481180377532,,,,,,,scenario-1,optimal
sbert,50000,456,44.895,296.17,cuda,sbert_123cad9010d06951,reports\week4_pilot\primary_optimal_seed456\cache\sbert_123cad9010d06951.npz,False,,384,50,True,50,0.8991100192070007,dbscan,"{""eps"": 5.176642, ""metric"": ""euclidean"", ""min_samples"": 5}",127.099,,404,7045,0.1409,0.3920484781265259,196.85130481501915,0.9081164790645396,,,,0.2884086370468139,96.69314689217038,1.285902407072724,,,,,,,scenario-1,optimal
sbert,50000,789,46.131,296.589,cuda,sbert_1802175daf04b2cf,reports\week4_pilot\primary_optimal_seed789\cache\sbert_1802175daf04b2cf.npz,False,,384,50,True,50,0.8983054161071777,dbscan,"{""eps"": 5.244751, ""metric"": ""euclidean"", ""min_samples"": 5}",117.325,,372,6968,0.13936,0.3838001489639282,208.5857681189468,0.9077857984335422,,,,0.2813774943351745,103.96611949223684,1.2790636528179036,,,,,,,scenario-1,optimal
sbert,50000,42,49.073,296.858,cuda,sbert_971eb128b1741a38,reports\week2\cache\sbert_971eb128b1741a38.npz,False,,384,50,True,50,0.898937463760376,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",71.5,,196,13857,0.27714,0.91632342338562,2716.324640038527,3.740596713163879,,,,0.5559483170509338,171.52928084684342,4.270410302092108,,,,,,,scenario-1,optimal
sbert,50000,101,44.024,296.889,cuda,sbert_40b5c5f3a2872bb2,reports\week4_pilot\primary_optimal_seed101\cache\sbert_40b5c5f3a2872bb2.npz,False,,384,50,True,50,0.8987579345703125,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",77.75,,187,14221,0.28442,0.9261206984519958,3088.62206654507,2.959671646976337,,,,0.5596799254417419,176.8720707649521,3.4142308604313327,,,,,,,scenario-1,optimal
sbert,50000,123,50.959,296.629,cuda,sbert_658a9b04a8388812,reports\week4_pilot\primary_optimal_seed123\cache\sbert_658a9b04a8388812.npz,False,,384,50,True,50,0.8991537094116211,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 50, ""min_samples"": null}",138.448,,129,15286,0.30572,0.9242688417434692,3889.329694284889,4.0356016161833255,,,,0.5248147249221802,216.62752138299905,4.42476110216733,,,,,,,scenario-1,optimal
sbert,50000,456,44.895,296.17,cuda,sbert_123cad9010d06951,reports\week4_pilot\primary_optimal_seed456\cache\sbert_123cad9010d06951.npz,False,,384,50,True,50,0.8991100192070007,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",80.115,,192,14184,0.28368,0.9242053031921388,2958.449979963165,2.9903613513131013,,,,0.5504162907600403,172.13703880292564,3.462251959840236,,,,,,,scenario-1,optimal
sbert,50000,789,46.131,296.589,cuda,sbert_1802175daf04b2cf,reports\week4_pilot\primary_optimal_seed789\cache\sbert_1802175daf04b2cf.npz,False,,384,50,True,50,0.8983054161071777,hdbscan,"{""allow_single_cluster"": false, ""metric"": ""euclidean"", ""min_cluster_size"": 30, ""min_samples"": null}",72.785,,207,13819,0.27638,0.9193690419197084,2701.685574828404,3.5067742492318503,,,,0.5632506608963013,169.38661479994065,4.019898972055483,,,,,,,scenario-1,optimal
sbert,50000,42,49.073,296.858,cuda,sbert_971eb128b1741a38,reports\week2\cache\sbert_971eb128b1741a38.npz,False,,384,50,True,50,0.898937463760376,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",8.329,,100,0,0.0,0.5909072160720825,662.9661191734363,2.208945442035424,-13307511.917185633,-13396582.858079892,,,,,,,,,,,scenario-1,optimal
sbert,50000,101,44.024,296.889,cuda,sbert_40b5c5f3a2872bb2,reports\week4_pilot\primary_optimal_seed101\cache\sbert_40b5c5f3a2872bb2.npz,False,,384,50,True,50,0.8987579345703125,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",10.196,,100,0,0.0,0.5739774703979492,624.619685583933,2.169313385892479,-13567356.860419065,-13656427.801313324,,,,,,,,,,,scenario-1,optimal
sbert,50000,123,50.959,296.629,cuda,sbert_658a9b04a8388812,reports\week4_pilot\primary_optimal_seed123\cache\sbert_658a9b04a8388812.npz,False,,384,50,True,50,0.8991537094116211,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",9.224,,100,0,0.0,0.5847985744476318,670.7491040034929,2.165594441840379,-13141994.179165885,-13231065.120060142,,,,,,,,,,,scenario-1,optimal
sbert,50000,456,44.895,296.17,cuda,sbert_123cad9010d06951,reports\week4_pilot\primary_optimal_seed456\cache\sbert_123cad9010d06951.npz,False,,384,50,True,50,0.8991100192070007,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",9.026,,100,0,0.0,0.5746285319328308,641.633993300803,2.213396920161854,-12933869.733573914,-13022940.674468173,,,,,,,,,,,scenario-1,optimal
sbert,50000,789,46.131,296.589,cuda,sbert_1802175daf04b2cf,reports\week4_pilot\primary_optimal_seed789\cache\sbert_1802175daf04b2cf.npz,False,,384,50,True,50,0.8983054161071777,gmm,"{""covariance_type"": ""diag"", ""n_components"": 100, ""reg_covar"": 1e-06}",6.845,,100,0,0.0,0.5841731429100037,655.4215533537739,2.232364366337309,-13710002.376575692,-13799073.317469953,,,,,,,,,,,scenario-1,optimal
