representation,clustering_method,primary_seed_count,primary_silhouette_mean,primary_calinski_harabasz_mean,primary_davies_bouldin_mean,primary_n_clusters_mean,primary_noise_ratio_mean,secondary_seed_count,secondary_silhouette_mean,secondary_calinski_harabasz_mean,secondary_davies_bouldin_mean,secondary_n_clusters_mean,secondary_noise_ratio_mean,silhouette_delta_secondary_minus_primary
tfidf,hdbscan,5,0.9283946514129638,15756.32359354114,0.3950300819060596,366.8,0.10402800000000001,1,0.9252405166625975,16843.53381972158,0.3692348313697487,382.0,0.11482,-0.0031541347503662998
