representation,clustering_method,cluster_id,size,top_terms,output_path,status
tfidf,hdbscan,331,21,num_token; update; source_file; resources; dll; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; cciextensions; il; gatekeeper; engine; sg; reducerengine; ilc,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_331.png,ok
tfidf,hdbscan,332,35,num_token; update; source_file; private; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; interop; iltoc; reflection; iltocpdb; pdb; execution; ildll; typeloader; ilpdb; sharedlibrary; generated,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_332.png,ok
tfidf,hdbscan,333,92,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; net; servicemodel; io; http; security; filesystem; diagnostics; nutcui; msvcp,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_333.png,ok
tfidf,hdbscan,334,16,num_token; update; source_file; resources; dll; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; mcgengine; softwarelogo; gatekeeper; engine; il; ilc; binscope; cciextensions,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_334.png,ok
tfidf,hdbscan,335,24,num_token; update; source_file; private; parent; source; reason; usn_reason_file_create; reflection; iltoc; execution; ildll; iltocpdb; interop; ilpdb; uri; metadata; corelib; sharedlibrary; generated,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_335.png,ok
tfidf,hdbscan,336,99,num_token; update; source_file; parent; source; reason; usn_reason_security_change; ro; assets; appxmetadata; images; localstate; xbf; min; css; tempstate; dist; slk; ttf; installers,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_336.png,ok
tfidf,hdbscan,337,22,num_token; update; source_file; parent; source; reason; usn_reason_security_change; ts; appxsignature; spec; packagestateapi; tempdisablementpage; mainpage; viewchangedapi; pagemanager; globalofflinepage; itraceloggingdispatcher; stringutilities; widgetmodelapifactory; deprecated_ihostwebaccountapi,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_337.png,ok
tfidf,hdbscan,338,22,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; applicationmodel; preview; provider; ui; devices; management; media; holographic; applicationsettings,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_338.png,ok
tfidf,hdbscan,339,32,num_token; update; source_file; private; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; interop; iltocpdb; iltoc; reflection; uri; ildll; sharedlibrary; generated,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_339.png,ok
tfidf,hdbscan,340,35,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; evtx; operational; chk; edb; db; sqlite; alternateservices; bin; data_; jfm; resource; exhaustion; detector,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_340.png,ok
tfidf,hdbscan,341,20,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; etl; db; alternateservices; bin; etwrteventlog; xsd; activationstore; dat; caee; etwrtdiaglog; appxmanifestschema; data_,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_341.png,ok
tfidf,hdbscan,342,22,num_token; update; source_file; dat; parent; source; reason; usn_reason_file_create; ngentasknewworklock; ngenserviceclientlock; ngenrootstorelock; tokens,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_342.png,ok
tfidf,hdbscan,343,39,num_token; update; source_file; parent; source; reason; usn_reason_file_create; netstandard; devices; applicationmodel; ui; provider; xaml; preview; media; storage; graphics; services; store; perception,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_343.png,ok
tfidf,hdbscan,344,16,num_token; update; source_file; svg; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; yellowfolder; foldericon; syncstatussyncing; globeicon; signinexclamation; treechevronleft; resumeicon; folder_image_pictures_mac; recyclebinicon; checkmark_selected; fre_choose_folder,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_344.png,ok
tfidf,hdbscan,345,21,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; ui; storage; input; preview; devices; applicationmodel; networking; security; authentication; identity; media,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_345.png,ok
tfidf,hdbscan,346,22,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; devices; ui; provider; media; storage; preview; xaml; automation; implementation; fileexplorer,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_346.png,ok
tfidf,hdbscan,347,33,num_token; update; source_file; private; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; iltoc; iltocpdb; sharedlibrary; interop; generated; corelib; uri; reflection; toc,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_347.png,ok
tfidf,hdbscan,348,25,num_token; update; source_file; cpp; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; xwstod; wrmdir; mbsnset; get_environment_from_os; vector_algorithms; taskcollection; ios; xstrxfrm; thread_safe_statics; splitpath; atoldbl,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_348.png,ok
tfidf,hdbscan,349,34,num_token; update; source_file; private; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; reflection; interop; ilpdb; iltocpdb; iltoc; sharedlibrary; generated; execution; typeloader; toc,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_349.png,ok
tfidf,hdbscan,350,20,num_token; update; source_file; cpp; parent; source; reason; usn_reason_file_create; xdnorm; new_scalar_align; xldtento; winrtwrapper; invalid_parameter_handler; mbstok_s; uncaught_exception; pch; cachelocalschedulegroup; weakreference; strncat_s; sample,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_350.png,ok
tfidf,hdbscan,351,15,num_token; update; source_file; parent; source; reason; usn_reason_file_create; net; http; rtc; sockets; io,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_351.png,ok
tfidf,hdbscan,352,66,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; signature; cat; mof; winbio; storage; accesscache; genlex; corecrt_share; transportmask,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_352.png,ok
tfidf,hdbscan,353,24,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; idl; txt; dotnet_library_license; thirdpartynotices; proofofpossessioncookieinfo; dxgi; shellhandwriting; animationcoordinator; trnlcl,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_353.png,ok
tfidf,hdbscan,354,159,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; signature; tlb; vstemplate; pdb; inprogressinstallinfo; ipi; ilpdb; rtf; vbs; sharedlibrary; fxresources; linq,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_354.png,ok
tfidf,hdbscan,355,25,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; idl; txt; thirdpartynotices; dotnet_library_license; phone; startscreen; mfspatialaudio; ahadmin; medparam; mainpage; mstask; rometadataapi,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_355.png,ok
tfidf,hdbscan,356,82,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; signature; vmsg; image; jpg; winmd; thm; wxl; ntenclv; dcomp; wsdxml,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_356.png,ok
tfidf,hdbscan,357,35,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; idl; txt; thirdpartynotices; dotnet_library_license; prsht; tsvirtualchannels; globalization; datetimeformatting; objidl; austream,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_357.png,ok
tfidf,hdbscan,358,29,num_token; update; source_file; parent; source; reason; usn_reason_file_create; idl; txt; dotnet_library_license; thirdpartynotices; inddef; management; workplace; searchapi; msoeapi; video; srchprth; readme; windowscontracts,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_358.png,ok
tfidf,hdbscan,359,65,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; tlb; signature; image; jpg; sharedlibrary; mdildll; reporting; nel; cat; vbs; winbio_types,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_359.png,ok
tfidf,hdbscan,360,15,num_token; update; source_file; txt; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; dotnet_library_license; thirdpartynotices,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_360.png,ok
tfidf,hdbscan,361,17,num_token; update; source_file; idl; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; subsmgr; srcrst; tapi; networking; rdpappcontainerclient; xpsobjectmodel_; vwflt; embedded; devicelockdown; portabledeviceapi,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_361.png,ok
tfidf,hdbscan,362,15,num_token; update; source_file; zh; hant; parent; source; reason; usn_reason_file_create,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_362.png,ok
tfidf,hdbscan,363,58,num_token; update; source_file; parent; source; reason; usn_reason_file_create; monoandroid; xamarinmac; ko; netcore; fr; zh; hans; xamarinios,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_363.png,ok
tfidf,hdbscan,364,16,num_token; update; source_file; parent; source; reason; usn_reason_file_create; ru; xamarinwatchos; runtimes,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_364.png,ok
tfidf,hdbscan,365,120,num_token; update; source_file; parent; source; reason; usn_reason_file_create; systemappdata; vbs; qml; templates; cp; tr; qosobjs; cwchar; wpfflowdocument; xutility; scrollbar; nativeassets; uk,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_365.png,ok
tfidf,hdbscan,366,19,num_token; update; source_file; parent; source; reason; usn_reason_file_create; monotouch; ja; wpa; wp; fr; sn,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_366.png,ok
