representation,clustering_method,cluster_id,size,top_terms,output_path,status
tfidf,hdbscan,114,19,num_token; update; source_file; targetsize; _altform; png; parent; source; reason; usn_reason_security_change; white; unplated_contrast; lightunplated_contrast; calculatorapplist; black; apppackageapplist; quickassistapplist; gethelpapplist; photosapplist; voicerecorderapplist,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_114.png,ok
tfidf,hdbscan,115,50,num_token; update; source_file; parent; source; reason; usn_reason_file_delete; usn_reason_close; safe; bin; localcache; lock; appdata; inetcookies; html; license; rtf; inetcache; search; extensionactivitycomp,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_115.png,ok
tfidf,hdbscan,116,20,num_token; update; source_file; svg; parent; source; reason; usn_reason_file_delete; usn_reason_close; completed_icon; fre_tutorial_filesondemand_placeholder; win; _kfm_done; premiumicon; powerpoint; folder_image_desktop; resumeicon; helpsubicon; kfm_mega_gpo; bluecloudcritical_default,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_116.png,ok
tfidf,hdbscan,117,19,num_token; update; source_file; targetsize; _contrast; png; parent; source; reason; usn_reason_security_change; black; tipsapplist; white; alarmsapplist; voicerecorderapplist; stickynotesapplist,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_117.png,ok
tfidf,hdbscan,118,33,num_token; update; source_file; _contrast; png; parent; source; reason; usn_reason_security_change; scale; black; white; logo; targetsize; windowssecuritysplashscreen; gethelpwidetile; windowssecurityapplist; storelogo; square; rawimageextensionsquare,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_118.png,ok
tfidf,hdbscan,119,23,source_reg; driverdatabase; path_token; c_generic; inf; reg_none,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_119.png,ok
tfidf,hdbscan,120,21,num_token; reg_sz; source_reg; hkey_local_machine; path_token; hex_token; version; bee; bfec; dd; db; fa; fce; fb,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_120.png,ok
tfidf,hdbscan,121,38,reg_sz; num_token; source_reg; hkey_local_machine; path_token; cf; bb; hex_token; version,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_121.png,ok
tfidf,hdbscan,122,34,num_token; update; source_file; tmp; parent; source; reason; usn_reason_file_create; usn_reason_close; tw; tpm; rf; ac; hex_token; cm; startunifiedtilemodelcache; dat; bf; dd; ca,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_122.png,ok
tfidf,hdbscan,123,69,source_reg; driverdatabase; path_token; rtcx; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_123.png,ok
tfidf,hdbscan,124,51,num_token; reg_sz; source_reg; hkey_local_machine; path_token; hex_token; version; cc; ddd; dd; ce; dcbbbab; bbb; aaee; ab; da; bc; edf; dec; efa,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_124.png,ok
tfidf,hdbscan,125,27,reg_sz; num_token; source_reg; hkey_local_machine; path_token; bed; ea; hex_token; version,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_125.png,ok
tfidf,hdbscan,126,29,num_token; update; source_file; xml; parent; source; reason; usn_reason_security_change; appxmanifest; appxblockmap; usn_reason_close; packagemanagement; format; ps; appxbundlemanifest; canonicalgrouplimited; ubuntuonwindows_; _neutral_split; scale; rhkp,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_126.png,ok
tfidf,hdbscan,127,29,source_reg; driverdatabase; path_token; netmyk; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_127.png,ok
tfidf,hdbscan,128,35,source_reg; driverdatabase; path_token; monitor; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_128.png,ok
tfidf,hdbscan,129,32,num_token; reg_sz; path_token; source_reg; hkey_local_machine; componentversion; isfullfile; mediacabinet; patchattributes; patchguid; patchsequence; patchsize; productversion; sharedcomponent; dbl; fil; hex_token; fc; da; eb,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_129.png,ok
tfidf,hdbscan,130,21,source_reg; driverdatabase; path_token; netwtw; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_130.png,ok
tfidf,hdbscan,131,22,source_reg; driverdatabase; path_token; mdmzyxlg; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_131.png,ok
tfidf,hdbscan,132,22,source_reg; driverdatabase; path_token; netl; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_132.png,ok
tfidf,hdbscan,133,16,num_token; reg_sz; path_token; hex_token; reg_qword; exe; source_reg; root; reg_dword_le; binfileversion; binproductversion; binarytype; pe; fileid; language; linkdate; lowercaselongpath; originalfilename; productname; productversion,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_133.png,ok
tfidf,hdbscan,134,50,path_token; source_file; kits; certification; kit; directory,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_134.png,ok
tfidf,hdbscan,135,354,num_token; source_reg; hkey_local_machine; path_token; reg_sz,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_135.png,ok
tfidf,hdbscan,136,111,source_reg; hkey_local_machine; path_token; reg_sz; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_136.png,ok
tfidf,hdbscan,137,21,path_token; source_file; sdks; kits; directory,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_137.png,ok
tfidf,hdbscan,138,154,path_token; source_file; sdks; kits,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_138.png,ok
tfidf,hdbscan,139,112,path_token; source_file; kits; directory,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_139.png,ok
tfidf,hdbscan,140,906,path_token; source_file; kits; verifier; menu; wow; lnk,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_140.png,ok
tfidf,hdbscan,141,88,source_reg; driverdatabase; path_token; inf; reg_binary; num_token; athw; mchgr; netwbw; netefe; nete; netwew; netbc; mdmaiwa; netrtwlane_; prnms; netmlx; mdmirmdm; netwlv; rtwlanu_oldic,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_141.png,ok
tfidf,hdbscan,142,26,source_reg; driverdatabase; path_token; inf; reg_binary; num_token; netbxnda; tape; netbxnd; netrtwlane; netrtwlanu,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_142.png,ok
tfidf,hdbscan,143,18,source_reg; driverdatabase; path_token; inf; reg_binary; num_token; netk; netathrx,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_143.png,ok
tfidf,hdbscan,144,33,reg_sz; path_token; source_reg; displaydescription; displayname; specifies; device; connections; num_token; setting; use; connectivityprofiles; enhanced; anti; spoofing; hello; face; authentication; required; devices,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_144.png,ok
tfidf,hdbscan,145,19,source_reg; hkey_local_machine; path_token; reg_sz; num_token; cf; hex_token; fd,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_145.png,ok
tfidf,hdbscan,146,36,source_reg; hkey_local_machine; path_token; reg_sz; num_token; ba; hex_token; ff,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_146.png,ok
tfidf,hdbscan,147,15,source_reg; driverdatabase; path_token; nd; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_147.png,ok
tfidf,hdbscan,148,16,source_reg; driverdatabase; path_token; netelx; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_148.png,ok
tfidf,hdbscan,149,16,path_token; reg_sz; source_reg; hkey_local_machine; threadingmodel; apartment,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_149.png,ok
tfidf,hdbscan,150,60,path_token; reg_sz; source_reg; hkey_local_machine; threadingmodel; free,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_150.png,ok
tfidf,hdbscan,151,19,source_reg; hkey_local_machine; path_token; machine; inf; reg_binary; num_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_151.png,ok
tfidf,hdbscan,152,46,source_reg; hkey_local_machine; path_token; inf; reg_binary; num_token; nulhpopr; keyboard; usbport; scsidev; nulhprs; arcsas; mlx; _bus; sdbus; disk; itsas; ufxsynopsys; lsi_sas; genpass,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_152.png,ok
tfidf,hdbscan,153,23,source_reg; hkey_local_machine; path_token; inf; reg_binary; num_token; megasr; netevbda; input,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_153.png,ok
tfidf,hdbscan,154,15,num_token; update; source; source_file; log; parent; reason; usn_reason_file_create; dd_setup_; _microsoft; activationstore; dat; vc; ca; ext; hostx; base; visualcpp; cppwinrt; dev,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_154.png,ok
tfidf,hdbscan,155,18,inf; path_token; source_reg; hkey_local_machine; owners; reg_multi_sz; bth; mlx; _bus; stornvme; usbport; usb; mshdc; amdsata; nt; sdflauncher; ialpssi_gpio; microsoft_bluetooth_a; dp_src; ialpssi_i,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_155.png,ok
tfidf,hdbscan,156,26,num_token; reg_dword_le; path_token; source_reg; hkey_local_machine; activationtype; dllpath; reg_expand_sz; systemroot; threading; trustlevel; clsid; reg_sz; hex_token; cd; dcfe; bbd; bab; aea,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_156.png,ok
tfidf,hdbscan,157,260,num_token; source_reg; hkey_local_machine; path_token; reg_sz; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_157.png,ok
tfidf,hdbscan,158,42,source_reg; hkey_local_machine; path_token; reg_sz; num_token; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_158.png,ok
tfidf,hdbscan,159,16,num_token; source_reg; activatableclassid; path_token; activationtype; reg_dword_le; server; reg_sz; mca; app; backgroundtransferhost; appx; appxmtcan; tfbfy; kn; hbxb; dmzz; zh; global; appxjvs,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_159.png,ok
tfidf,hdbscan,160,152,num_token; reg_dword_le; path_token; reg_sz; source_reg; hkey_local_machine; activationtype; trustlevel; dllpath; threading; clsid; hex_token; server; staterepository; activateasuser; dc; ae; fb; fe; bb,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_160.png,ok
tfidf,hdbscan,161,86,path_token; source_reg; hkey_local_machine; reg_expand_sz; systemroot; threadingmodel; reg_sz; free,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_161.png,ok
tfidf,hdbscan,162,54,path_token; source_reg; hkey_local_machine; reg_expand_sz; systemroot; threadingmodel; reg_sz; apartment,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_162.png,ok
tfidf,hdbscan,163,32,reg_dword_le; num_token; source_reg; activatableclassid; path_token; activationtype; dllpath; reg_expand_sz; ui; xaml; dll; ispackagerelativepath; private; threading; controls; phone,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_163.png,ok
tfidf,hdbscan,164,51,reg_dword_le; num_token; source_reg; activatableclassid; path_token; activationtype; dllpath; reg_expand_sz; dll; ispackagerelativepath; private; threading; adaptivecards; rendering; uwp; textinput; photosapp; accountscontrolui; sechealthuiviewmodels; startui,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_164.png,ok
tfidf,hdbscan,165,15,reg_dword_le; num_token; source_reg; activatableclassid; path_token; activationtype; dllpath; reg_expand_sz; dll; ispackagerelativepath; private; threading; graphics; canvas; ui; quickactions; actioncenter; windowing,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_165.png,ok
tfidf,hdbscan,166,15,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; kits; certification; kit,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_166.png,ok
tfidf,hdbscan,167,29,path_token; hex_token; reg_sz; sdks; kits; source_reg; hkey_local_machine,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_167.png,ok
tfidf,hdbscan,168,212,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; kits; menu; software; development; kit,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_168.png,ok
tfidf,hdbscan,169,21,path_token; num_token; systemroot; reg_expand_sz; source_reg; hkey_local_machine; reg_dword_le; eventmessagefile; typessupported; enabled; iconreference; servicedll; servicedllunloadonstop; reg_sz; servicemain; hibernate; namespace; url_token; resourcestrings; schema,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_169.png,ok
tfidf,hdbscan,170,41,path_token; systemroot; reg_expand_sz; source_reg; hkey_local_machine; num_token; reg_sz; messagefilename; resourcefilename; muiverb; parameterfilename; mprmsg; indirectdisplays; classextension; events; openurl; sensors; core; performance; open,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_170.png,ok
tfidf,hdbscan,171,30,path_token; source_file; defender,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_171.png,ok
tfidf,hdbscan,172,132,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; express,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_172.png,ok
tfidf,hdbscan,173,495,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; sdks,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_173.png,ok
tfidf,hdbscan,174,60,path_token; hex_token; reg_sz; sdks; source_reg; hkey_local_machine,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_174.png,ok
tfidf,hdbscan,175,16,source_reg; path_token; reg_sz; reg_dword_le; num_token; cellular; value; windowshelloforbusiness; usberrorsoemoverride; hideusberrornotifyoptionui; personalization; lockscreenimageurl; admxingestion; configoperations; usepassportforwork; deviceformfactor; deviceform; securitykeys; dataclassname; gsafr,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_175.png,ok
tfidf,hdbscan,176,521,num_token; reg_binary; ad; bf; reg_dword_le; source_reg; path_token; deriveddata; identity; oyment; dll; deployment_; cf; ployment; mui; da; anguagepack_; _a; exe; fa,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_176.png,ok
tfidf,hdbscan,177,20,num_token; update; source_file; hex_token; tmp; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_rename_old_name,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_177.png,ok
tfidf,hdbscan,178,28,num_token; update; source_file; json; temp; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; state; packages; _package,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_178.png,ok
tfidf,hdbscan,179,22,path_token; source_reg; hkey_local_machine; reg_binary; num_token; security; nt; sd; wnfstatename; securitydescriptor; permissions; manager; activation; technologies; blob; powersourcetype; nopollunacquire; keylength; join,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_179.png,ok
tfidf,hdbscan,180,18,num_token; update; source_file; tmp; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; install; seta,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_180.png,ok
tfidf,hdbscan,181,25,num_token; update; source_file; tmp; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; install; msi; seta; tartunifiedtilemodelcache,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_181.png,ok
tfidf,hdbscan,182,1426,path_token; source_file; sdks; directory,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_182.png,ok
tfidf,hdbscan,183,2190,path_token; source_file; sdks,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_183.png,ok
tfidf,hdbscan,184,42,reg_dword_le; num_token; reg_sz; path_token; source_reg; atomic; atomicroot; connectivityprofiles; devicemanagement; connections; cellcore; takeatest; sharedpc; hotspot; required; tenantdefinedtelemetry; allowtextsuggestions; tabletmode; certificates; crlcheck,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_184.png,ok
tfidf,hdbscan,185,61,path_token; source_file; visual; studio; directory; azure; sdk_azure; libraries; rtf,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_185.png,ok
tfidf,hdbscan,186,48,num_token; reg_binary; path_token; dll; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; mui; dlnashext; dsccore; cloudstore; mu_; ac; df; mlang; cdprt; identitymodel; shdocvw,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_186.png,ok
tfidf,hdbscan,187,31,reg_dword_le; num_token; path_token; source_reg; hkey_local_machine; reg_sz; id; provider; hyper; diagnostics; moderndeployment; wer; payloadhealth; filehistory; engine; perflib; store; guest; drivers; wlandlg,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_187.png,ok
tfidf,hdbscan,188,27,path_token; reg_sz; source_reg; hkey_local_machine; num_token; serverexecutable; nonappcontainerfailedmip; spatialaudiolicenseserverasactivator; printhtml,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_188.png,ok
tfidf,hdbscan,189,16,reg_sz; path_token; source_reg; hkey_local_machine; devicedesc; provider; mainfeature; hid; image; perceivedtype; xboxgip; devices; device; bcmfn; manufacturername; text; dllsurrogate; runas; interactive; hid_device_battery,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_189.png,ok
tfidf,hdbscan,190,54,path_token; source_reg; hkey_local_machine; reg_sz; activatableclassid; inf_amd; reg_multi_sz; deviceinstance; allpatches; active; defaultinstance; media; management; configurations; basicrender; acpi; noopenwith; implementedinthisversion; intelpmax; _bbd,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_190.png,ok
tfidf,hdbscan,191,46,num_token; reg_binary; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; mui; exe; efi; dll_; sys; resources; aspx; ddb; bootmgfw; bootmgr; cc; bb,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_191.png,ok
tfidf,hdbscan,192,1101,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_192.png,ok
tfidf,hdbscan,193,15,num_token; source_reg; hkey_local_machine; path_token; reg_sz; library; adox; catalog; lua; jro; object; activex; objects; key; vbscript; regular; expressions; msxml; xmlhttp; ias,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_193.png,ok
tfidf,hdbscan,194,23,path_token; source_file; express; directory,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_194.png,ok
tfidf,hdbscan,195,3250,path_token; source_file; directory; windowspowershell; menu; storage; stage; mail; dictionary; tasks; profiles; photo; viewer; mozilla; maintenance; service; vgauth; reports; filter; rules,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_195.png,ok
tfidf,hdbscan,196,264,path_token; source_file; directory; protection; lists; firefox; platform; recognition,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_196.png,ok
tfidf,hdbscan,197,18,path_token; reg_dword_le; num_token; source_reg; hkey_local_machine; visual; studio; status; priority,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_197.png,ok
tfidf,hdbscan,198,20,path_token; visual; studio; reg_dword_le; num_token; source_reg; hkey_local_machine; config; reg_sz; scenario; status,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_198.png,ok
tfidf,hdbscan,199,15,path_token; source_file,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_199.png,ok
tfidf,hdbscan,200,38,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_close; dev; resources; visualstudio; diagnostics; cppwinrt; runtime; api; ms; win; crt,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_200.png,ok
tfidf,hdbscan,201,11643,source_file; path_token; lnk; wav; disk; management; foreground; control; party; notices; txt; powerandsleep; background; nuget; commandline; xplat; account; sleep; powershell; nel,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_201.png,ok
tfidf,hdbscan,202,1731,path_token; source_file; icons; san; tokens; journal; browser,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_202.png,ok
tfidf,hdbscan,203,45,path_token; source_file; worker; firefox; protection; lists; media; player,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_203.png,ok
tfidf,hdbscan,204,47,source_reg; hkey_local_machine; path_token; reg_sz; ff; ca; num_token; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_204.png,ok
tfidf,hdbscan,205,40,num_token; source_reg; hkey_local_machine; path_token; reg_sz; hex_token; cc; bfb; ab; bdf; ec; db; fcd; edb; ca; ea,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_205.png,ok
tfidf,hdbscan,206,1052,path_token; source_reg; hkey_local_machine; reg_none; num_token; parameters; wmp; assocfile; management; search; diagnostic; pack; wpl; mp; paths; error; reporting; policy; water; egab,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_206.png,ok
tfidf,hdbscan,207,45,source_reg; hkey_local_machine; path_token; reg_sz; fbf; bd; num_token; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_207.png,ok
tfidf,hdbscan,208,23,source_reg; hkey_local_machine; path_token; categories,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_208.png,ok
tfidf,hdbscan,209,39,path_token; source_reg; hkey_local_machine; categories,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_209.png,ok
tfidf,hdbscan,210,18,path_token; source_file; pictures; protection; lists; account; sidebar; dictionary; volume; information; storage; join; shortcuts; rules; print; pdf,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_210.png,ok
tfidf,hdbscan,211,19,path_token; source_file; windowspowershell,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_211.png,ok
tfidf,hdbscan,212,56,source_reg; hkey_local_machine; path_token; reg_sz; hex_token; bf; ad; cc; bb; ce; dbd; ea; num_token; df; aae; ff; cd; fa; ee,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_212.png,ok
tfidf,hdbscan,213,414,path_token; studio; source_file; visual; directory; live; preview; diagnostics; sdk; uap; connected; service; procedure; debugger; mpf,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_213.png,ok
tfidf,hdbscan,214,27,num_token; update; source_file; json; temp; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_close; state; packages; _package,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_214.png,ok
tfidf,hdbscan,215,48,num_token; update; tmp; source_file; parent; source; reason; usn_reason_file_create; msi; ac; safe; tw; tpm; rf; hex_token; fe; cm; preferences; bf; bc,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_215.png,ok
tfidf,hdbscan,216,21,num_token; update; source_file; hex_token; tmp; parent; source; reason; usn_reason_file_create; rf,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_216.png,ok
tfidf,hdbscan,217,61,source_reg; hkey_local_machine; path_token; reg_sz; class; page; connect; internet; video; rasgcw; hook; scanprofileui; spactivesystemuserinformation; extension; utility; non; ui; wmplayer; playlistproppage; narratorheaderitem,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_217.png,ok
tfidf,hdbscan,218,21,path_token; source_file; visual; studio; store,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_218.png,ok
tfidf,hdbscan,219,40,num_token; update; source_file; tmp; parent; source; reason; usn_reason_security_change; usn_reason_basic_info_change; usn_reason_data_truncation; usn_reason_rename_old_name; msi; tartunifiedtilemodelcache; hex_token; cm; earchunifiedtilemodelcache; safe; seta; bc; dat,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_219.png,ok
tfidf,hdbscan,220,17,num_token; update; source_file; tmp; parent; source; reason; usn_reason_security_change; usn_reason_close; msi; msif; msie; ac; msic; fc; msiccbe; msieb; msiedac; msiff; msicaa,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_220.png,ok
tfidf,hdbscan,221,19,source_reg; hkey_local_machine; path_token; reg_sz; hex_token; bb; db; cd; ecc; ab; ead; bbee; num_token; cf; da; afd,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_221.png,ok
tfidf,hdbscan,222,60,source_reg; hkey_local_machine; path_token; reg_sz; num_token; hex_token; aba; ee; eadb; abb; fe; fbe; ccae; fa; ccb; dace; ddcd; bc; df; dcd,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_222.png,ok
tfidf,hdbscan,223,17,source_reg; hkey_local_machine; path_token; reg_sz; aaf; num_token; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_223.png,ok
tfidf,hdbscan,224,17,source_reg; hkey_local_machine; path_token; reg_dword_le; num_token; count; attributes; enabled,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_224.png,ok
tfidf,hdbscan,225,24,source_reg; hkey_local_machine; path_token; reg_dword_le; num_token; enrollmentagnostic; versionoem; runcadenceinhours; ionotrequired; enablecontrol; setupphase; statevalue; sdc_force_mode_enumeration; devicemanagedsteering; preferstub; generalappsallowed; instancedataallowed; hostpriority; comcheckon; ignoreerrorsduringpldr,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_225.png,ok
tfidf,hdbscan,226,45,source_reg; hkey_local_machine; path_token; reg_sz; num_token; dximagetransform; imapi; oleprn; msvidctl; portabledevicewiacompat; eventsystem; msinkdiv; inkdivider; asproxy; workspacebroker; imecommonapi; imesinglekanjidict; olecvt; glow; wmsclientnetmanager,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_226.png,ok
tfidf,hdbscan,227,16,source_reg; hkey_local_machine; path_token; reg_sz; num_token; sapi; enrollment; cx; spphraseinfobuilder; spstreamformatconverter; spgramcompbackend; spstream; attributeextensions; sptextselectioninformation; publickey; ccertpropertyfriendlyname; attributecspprovider; ccertproperty; ccertpropertyenrollment; extensioncertificatepolicies,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_227.png,ok
tfidf,hdbscan,228,23,num_token; update; source_file; tmp; parent; source; reason; usn_reason_data_extend; install; usn_reason_file_create; tpm; ac; msif,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_228.png,ok
tfidf,hdbscan,229,24,num_token; update; source_file; tmp; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; hex_token; safe; eb,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_229.png,ok
tfidf,hdbscan,230,15,source_reg; hkey_local_machine; path_token; reg_sz; handler; property; thumbnail; protocol; search; service; context; menu; html; persistent; mapi; email; compressed; archive; right; drag,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_230.png,ok
tfidf,hdbscan,231,20,ba; source_reg; hkey_local_machine; path_token; reg_sz; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_231.png,ok
tfidf,hdbscan,232,401,num_token; path_token; reg_binary; source_reg; hkey_local_machine; reg_sz; source_file; nuget; rc; templateengine; utils; applicationinsights; extensions; logging; packaging; common; protocol,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_232.png,ok
tfidf,hdbscan,233,40,path_token; source_file; visual; studio; debugger; universal; ajax; forms; procedure; arrays; write; query; stored; snippet,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_233.png,ok
tfidf,hdbscan,234,29,path_token; source_file; visual; studio; uap,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_234.png,ok
